Year,FDI_Inflows_USD,Remittances_Pct_GDP,Inflation_CPI_Pct,Lending_Interest_Rate_Pct,Exports_USD,Imports_USD,GDP_Growth_Pct,Unemployment_Pct,Population,GNI_USD,GDP_Current_USD,Labor_Force_Total,Trade_Balance_USD,GDP_Per_Capita_USD,GDP_GNI_Gap_Pct,Economic_Openness_Pct,FDI_to_GDP_Pct,Labor_Participation_Rate_Pct
2025,,,,,,,,3.764,,,,18719406.0,,,,,,
2024,15593246086.7664,0.380193528996402,1.834100204499,5.282681,301221326764.018,278760544031.284,5.10545921024041,3.846,35557673.0,407781089749.473,422227005428.688,18384977.0,22460782732.73401,11874.427368424474,3.4213623225136907,137.3625711615592,3.693095393302601,51.70466863790553
2023,7918601050.23635,0.426163280659906,2.48886560125754,5.31737500641025,274681075589.892,255625703549.712,3.5370638041057,3.858,35126298.0,387744775878.208,399949418752.657,18064842.0,19055372040.179993,11386.039563652765,3.051546596195146,132.5934616415994,1.9799006271674309,51.428254693961776
2022,15027992710.6144,0.396663370541767,3.37869862549928,3.90802666666667,313245644474.215,283918591271.771,9.03173723044451,3.93,34695493.0,394892167279.093,407830525989.553,17730042.0,29327053202.44403,11754.567833624758,3.172484129054967,146.42460475390777,3.684862155462919,51.101859253015945
2021,20245157326.8023,0.415301972862394,2.47710241465447,3.44410640384615,264015450976.493,236990392677.524,3.31534954399166,4.64,34282399.0,363610825965.209,373784553029.978,17233270.0,27025058298.969025,10903.1037480772,2.72181581135406,134.03599469072645,5.416263770851604,50.268564927442796
2020,4058769678.64231,0.422776119475248,-1.1387021539305,3.94420769234615,207798540352.974,186310380061.102,-5.45684658426701,4.54,33889558.0,330671265155.887,337456163961.211,16871915.0,21488160291.87201,9957.526266976129,2.0106015328568327,116.78818243763862,1.2027546425582099,49.78499572051073
2019,9154921685.03934,0.437418180236884,0.662891865764326,4.87689294871795,238379861290.486,210893037728.698,4.41318742129586,3.33,33440596.0,355643356741.268,365177721021.516,16636582.0,27486823561.787994,10920.191763972029,2.6108833401932063,123.02856202794288,2.506977057480442,49.749657571892556
2018,8304480741.65266,0.469796796132669,0.884709160571235,4.92844038461538,245967590635.246,221902484182.666,4.84308697634881,3.3,32910967.0,347616421527.931,358788845712.53,16212579.0,24065106452.580017,10901.801995442129,3.1139274027349795,130.40262550212623,2.3145872121973388,49.26193447916617
2017,9368469822.66145,0.516733919100736,3.87120115774237,4.60807808641975,223413837325.056,201496430249.828,5.81272240983328,3.41,32355644.0,310119720279.85,319109094160.343,15779343.0,21917407075.227997,9862.548066122345,2.8170221548045706,133.1551733719563,2.935820380585602,48.76844052308154
2016,13470089920.807,0.532410432040039,2.09056659525742,4.53106666666667,201165058574.724,181125866049.416,4.44978139761541,3.44,31789685.0,292917092605.123,301256033870.334,15415068.0,20039192525.308014,9476.534098099242,2.768057840395067,126.89901002569957,4.471309585986506,48.49078561174796
2015,9857162111.82329,0.545442877050346,2.10438980238359,4.565375,209287287856.543,186603344672.915,5.09153242155011,3.1,31232798.0,293133023632.862,301355266964.947,15103051.0,22683943183.62799,9648.679793752293,2.728421976789745,131.37007244526012,3.2709440293173486,48.356381647267085
2014,10619431582.9781,0.467221522754598,3.14299050879095,4.587025,249470799239.809,218115959741.633,6.00672194558203,2.88,30696137.0,326875882255.886,338066095097.254,14721580.0,31354839498.175995,11013.310733440303,3.3100665827340268,138.31223117684362,3.141229403653486,47.9590640346699
2013,11296279513.9209,0.440295355965007,2.10501231233612,4.6498,244490716805.849,216892331704.914,4.69372252557893,3.14,30174265.0,312493632789.776,323276235524.415,14173536.0,27598385100.934998,10713.640763889856,3.335414592770039,142.72099146487298,3.4943117595997135,46.9722659358894
2012,8895774250.70401,0.411459483093052,1.66357102479206,4.78583333333333,249353066125.011,215525053248.817,5.47345419253853,3.04,29662831.0,302839192295.004,314443047642.111,13636640.0,33828012876.194,10600.574424002585,3.6902884112464553,147.84175476601325,2.829057381745293,45.972146084101006
