country,country_code,year,poverty_percent
Thailand,THA,1988,65.2
Timor-Leste,TLS,2014,41.8
Timor-Leste,TLS,2007,50.4
Timor-Leste,TLS,2001,36.3
Togo,TGO,2021,43.8
Togo,TGO,2018,45.5
Tonga,TON,2021,20.6
Tunisia,TUN,2021,16.6
Tunisia,TUN,2015,15.2
Tunisia,TUN,2010,20.5
Tunisia,TUN,2005,23.1
Tunisia,TUN,2000,25.4
Turkiye,TUR,2024,13.0
Turkiye,TUR,2023,13.6
Turkiye,TUR,2022,13.5
Turkiye,TUR,2021,14.4
Turkiye,TUR,2020,14.4
Turkiye,TUR,2019,15.0
Turkiye,TUR,2018,14.4
Turkiye,TUR,2017,13.9
Turkiye,TUR,2016,13.5
Turkiye,TUR,2015,14.3
Turkiye,TUR,2014,14.7
Turkiye,TUR,2013,15.0
Turkiye,TUR,2012,15.0
Turkiye,TUR,2011,16.3
Turkiye,TUR,2010,16.1
Turkiye,TUR,2009,16.9
Turkiye,TUR,2008,17.1
Turkiye,TUR,2007,16.7
Turkiye,TUR,2006,16.3
Turkiye,TUR,2005,18.5
Tuvalu,TUV,2010,26.3
Uganda,UGA,2023,16.1
Uganda,UGA,2019,20.3
Uganda,UGA,2016,21.4
Uganda,UGA,2012,19.7
Uganda,UGA,2009,24.5
Uganda,UGA,2005,31.1
Uganda,UGA,2002,38.8
Uganda,UGA,1999,33.8
Uganda,UGA,1996,44.4
Uganda,UGA,1992,56.4
Ukraine,UKR,2020,23.2
Ukraine,UKR,2019,23.1
Ukraine,UKR,2018,27.6
Ukraine,UKR,2017,34.9
Ukraine,UKR,2016,51.1
Ukraine,UKR,2015,51.9
United Kingdom,GBR,2017,18.6
United Kingdom,GBR,2016,17.0
Uruguay,URY,2024,17.3
Uruguay,URY,2023,19.7
Uruguay,URY,2022,9.9
Uzbekistan,UZB,2025,5.8
Uzbekistan,UZB,2024,8.9
Uzbekistan,UZB,2023,11.0
Uzbekistan,UZB,2022,14.1
Uzbekistan,UZB,2021,17.0
Uzbekistan,UZB,2013,14.1
Uzbekistan,UZB,2012,15.0
Uzbekistan,UZB,2011,16.0
Uzbekistan,UZB,2010,17.7
Uzbekistan,UZB,2005,25.8
Uzbekistan,UZB,2004,26.1
Uzbekistan,UZB,2003,27.2
Uzbekistan,UZB,2002,26.5
Uzbekistan,UZB,2001,27.5
Vanuatu,VUT,2019,15.9
"Venezuela, RB",VEN,2015,33.1
"Venezuela, RB",VEN,2014,29.5
"Venezuela, RB",VEN,2013,29.4
"Venezuela, RB",VEN,2012,27.2
"Venezuela, RB",VEN,2011,27.4
"Venezuela, RB",VEN,2010,26.8
"Venezuela, RB",VEN,2009,26.4
"Venezuela, RB",VEN,2008,27.7
"Venezuela, RB",VEN,2007,27.5
"Venezuela, RB",VEN,2006,33.1
"Venezuela, RB",VEN,2005,42.4
"Venezuela, RB",VEN,2004,53.1
"Venezuela, RB",VEN,2003,54.0
"Venezuela, RB",VEN,2002,41.1
"Venezuela, RB",VEN,2001,31.1
"Venezuela, RB",VEN,2000,41.6
"Venezuela, RB",VEN,1999,42.8
"Venezuela, RB",VEN,1998,49.0
"Venezuela, RB",VEN,1997,55.6
Viet Nam,VNM,2022,4.2
Viet Nam,VNM,2021,4.4
Viet Nam,VNM,2020,4.8
Viet Nam,VNM,2019,5.7
Viet Nam,VNM,2018,6.8
Viet Nam,VNM,2017,7.9
Viet Nam,VNM,2016,9.2
Viet Nam,VNM,2014,13.5
Viet Nam,VNM,2012,17.2
Viet Nam,VNM,2010,20.7
Viet Nam,VNM,2008,14.5
Viet Nam,VNM,2006,16.0
Viet Nam,VNM,2004,19.5
Viet Nam,VNM,2002,28.9
Viet Nam,VNM,1997,37.4
Viet Nam,VNM,1992,58.1
West Bank and Gaza,PSE,2023,32.8
West Bank and Gaza,PSE,2016,29.2
West Bank and Gaza,PSE,2011,25.8
West Bank and Gaza,PSE,2010,25.7
"Yemen, Rep.",YEM,2014,48.6
Zambia,ZMB,2022,60.0
Zambia,ZMB,2015,54.4
Zambia,ZMB,2010,57.0
Zimbabwe,ZWE,2019,38.3
Zimbabwe,ZWE,2017,30.4
Zimbabwe,ZWE,2011,22.5
Zimbabwe,ZWE,2001,32.2
