Cách tính,Phân loại tiêu chuẩn ngoại thương,Năm,Giá trị
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2006,6317.4
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2007,8368.7
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2008,10297.8
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2009,10225.4
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2010,12491.3
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2011,15550.4
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2012,16161.4
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2013,18197.5
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2014,19714.5
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2015,20145.7
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2016,21362.6
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2017,26051.4
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2018,29334.8
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2019,30015.5
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2020,29718.6
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2021,39925.5
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2022,43051.5
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,2023,36952.9
Trị giá (Triệu đô la Mỹ),Hoá chất và sản phẩm liên quan,Sơ bộ 2024,42068.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,1995,1511.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,1996,2389.2
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,1997,2676.195
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,1998,2379.856
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,1999,2735.989
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2000,3402.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2001,3729.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2002,5414.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2003,6672.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2004,8859.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2005,10172.2
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2006,12164
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2007,17062.3
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2008,20112.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2009,17777.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2010,22449.6
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2011,25594.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2012,26221.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2013,30058.5
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2014,34763.9
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2015,37117.9
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2016,38505.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2017,43069.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2018,49349.3
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2019,49944
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2020,46672.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2021,59220.3
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2022,62257.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,2023,55124.9
Trị giá (Triệu đô la Mỹ),Hàng chế biến phân loại theo nguyên liệu,Sơ bộ 2024,66625.8
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",1995,2343.3
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",1996,3400.3
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",1997,3432.622
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",1998,3487.263
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",1999,3452.697
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2000,4711
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2001,4865.1
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2002,5757.6
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2003,7921.5
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2004,8736.6
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2005,9252.3
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2006,10805.7
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2007,17859.8
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2008,22425.3
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2009,21908
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2010,24713.5
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2011,31092.1
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2012,38885.3
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2013,49419.9
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2014,55018.1
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2015,70263.1
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2016,74449.1
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2017,91742.8
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2018,95807.8
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2019,109658.5
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2020,124432.3
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2021,152932.1
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2022,159925.9
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",2023,129842.8
Trị giá (Triệu đô la Mỹ),"Máy móc, phương tiện vận tảI và phụ tùng",Sơ bộ 2024,160583.6
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,1995,1100.6
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,1996,1369.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,1997,1371.301
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,1998,1491.073
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,1999,1241.347
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2000,1586.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2001,1447.3
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2002,1426.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2003,1575.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2004,1795.1
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2005,1898.7
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2006,2243.9
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2007,2737
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2008,3383.5
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2009,3314.6
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2010,4256.2
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2011,4818.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2012,5512.4
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2013,6526.9
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2014,7575.6
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2015,8754.6
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2016,10695
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2017,14895.7
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2018,16703.8
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2019,17310.9
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2020,17475.2
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2021,17993.2
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2022,18798.2
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,2023,34251.5
Trị giá (Triệu đô la Mỹ),Hàng chế biến khác,Sơ bộ 2024,36556.1
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,1995,0
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,1996,24.9
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,1997,27.296
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,1998,4.81
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,1999,7.048
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2000,7.7
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2001,
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2002,13.2
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2003,181.2
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2004,567
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2005,819.8
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2006,1878.8
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2007,1316.1
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2008,2728.3
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2009,382.6
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2010,965.4
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2011,2073.7
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2012,101.1
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2013,117.8
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2014,128.8
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2015,127
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2016,137.9
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2017,141.6
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2018,148.6
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2019,162.2
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2020,216.5
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2021,856.9356918775011
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2022,267.1
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,2023,271.5
Trị giá (Triệu đô la Mỹ),Hàng hoá không thuộc các nhóm trên,Sơ bộ 2024,311.6
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,1995,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,1996,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,1997,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,1998,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,1999,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2000,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2001,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2002,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2003,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2004,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2005,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2006,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2007,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2008,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2009,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2010,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2011,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2012,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2013,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2014,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2015,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2016,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2017,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2018,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2019,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2020,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2021,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2022,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,2023,
Trị giá (Triệu đô la Mỹ),Hàng thô hoặc mới sơ chế,Sơ bộ 2024,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,1995,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,1996,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,1997,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,1998,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,1999,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2000,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2001,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2002,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2003,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2004,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2005,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2006,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2007,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2008,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2009,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2010,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2011,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2012,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2013,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2014,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2015,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2016,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2017,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2018,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2019,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2020,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2021,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2022,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,2023,
Trị giá (Triệu đô la Mỹ),Hàng chế biến hoặc đã tinh chế,Sơ bộ 2024,
Cơ cấu (%),TỔNG TRỊ GIÁ,1995,100
Cơ cấu (%),TỔNG TRỊ GIÁ,1996,100
Cơ cấu (%),TỔNG TRỊ GIÁ,1997,100
Cơ cấu (%),TỔNG TRỊ GIÁ,1998,100
Cơ cấu (%),TỔNG TRỊ GIÁ,1999,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2000,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2001,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2002,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2003,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2004,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2005,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2006,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2007,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2008,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2009,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2010,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2011,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2012,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2013,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2014,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2015,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2016,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2017,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2018,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2019,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2020,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2021,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2022,100
Cơ cấu (%),TỔNG TRỊ GIÁ,2023,100
Cơ cấu (%),TỔNG TRỊ GIÁ,Sơ bộ 2024,100
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",1995,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",1996,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",1997,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",1998,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",1999,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2000,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2001,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2002,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2003,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2004,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2005,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2006,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2007,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2008,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2009,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2010,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2011,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2012,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2013,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2014,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2015,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2016,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2017,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2018,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2019,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2020,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2021,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2022,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",2023,
Cơ cấu (%),"Hàng thô hoặc mới sơ chế, hàng hóa thuộc ngành công nghiệp chế biến, khoáng sản",Sơ bộ 2024,
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",1995,4.658263236628492
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",1996,3.6657812556086
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",1997,3.711994940106129
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",1998,4.014680135980134
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",1999,4.308760263855007
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2000,4.006651104786877
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2001,5.143699245894968
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2002,4.756502714528807
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2003,4.997663902945067
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2004,4.67706013363029
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2005,5.318665654727417
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2006,5.121950676191941
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2007,5.225230105457367
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2008,5.606228426861329
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2009,6.62084267349833
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2010,7.337579828049967
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2011,6.913174544589311
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2012,6.740264579839763
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2013,6.874893018845346
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2014,7.2
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2015,7.3
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2016,7.7
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2017,7.1
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2018,7.1
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2019,6.9
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2020,6.898242052782278
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2021,7.444441381277363
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2022,7.5
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",2023,7.8
Cơ cấu (%),"Lương thực, thực phẩm và động vật sống",Sơ bộ 2024,7.1
Cơ cấu (%),Đồ uống và thuốc lá,1995,0.991980773475244
Cơ cấu (%),Đồ uống và thuốc lá,1996,0.386769087189059
Cơ cấu (%),Đồ uống và thuốc lá,1997,0.717361760845828
Cơ cấu (%),Đồ uống và thuốc lá,1998,1.062174135999787
Cơ cấu (%),Đồ uống và thuốc lá,1999,0.730229929939862
Cơ cấu (%),Đồ uống và thuốc lá,2000,0.65743612701052
Cơ cấu (%),Đồ uống và thuốc lá,2001,0.668397264750677
Cơ cấu (%),Đồ uống và thuốc lá,2002,0.75611781865327
Cơ cấu (%),Đồ uống và thuốc lá,2003,0.604613593709168
Cơ cấu (%),Đồ uống và thuốc lá,2004,0.508620905382748
Cơ cấu (%),Đồ uống và thuốc lá,2005,0.478222904102434
Cơ cấu (%),Đồ uống và thuốc lá,2006,0.323003891639991
Cơ cấu (%),Đồ uống và thuốc lá,2007,0.292043138898139
Cơ cấu (%),Đồ uống và thuốc lá,2008,0.333771920043413
Cơ cấu (%),Đồ uống và thuốc lá,2009,0.488357198407978
Cơ cấu (%),Đồ uống và thuốc lá,2010,0.345243792330378
Cơ cấu (%),Đồ uống và thuốc lá,2011,0.298361214728271
Cơ cấu (%),Đồ uống và thuốc lá,2012,0.282210292809658
Cơ cấu (%),Đồ uống và thuốc lá,2013,0.286065714073645
Cơ cấu (%),Đồ uống và thuốc lá,2014,0.3
Cơ cấu (%),Đồ uống và thuốc lá,2015,0.2
Cơ cấu (%),Đồ uống và thuốc lá,2016,0.2
Cơ cấu (%),Đồ uống và thuốc lá,2017,0.2
Cơ cấu (%),Đồ uống và thuốc lá,2018,0.3
Cơ cấu (%),Đồ uống và thuốc lá,2019,0.2
Cơ cấu (%),Đồ uống và thuốc lá,2020,0.19857187748407
Cơ cấu (%),Đồ uống và thuốc lá,2021,0.183329713639549
