Cách tính,Phân loại tiêu chuẩn ngoại thương,Năm,Giá trị
Cơ cấu (%),Đồ uống và thuốc lá,2022,0.2
Cơ cấu (%),Đồ uống và thuốc lá,2023,0.3
Cơ cấu (%),Đồ uống và thuốc lá,Sơ bộ 2024,0.3
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",1995,5.602422934497389
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",1996,3.655012742740228
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",1997,3.189071954251162
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",1998,3.320231162400918
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",1999,3.855926411518256
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2000,3.7783391423912
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2001,4.255174837679355
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2002,4.133072684547444
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2003,3.963446020320085
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2004,4.549122894822452
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2005,4.415537075876403
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2006,4.643013871346437
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2007,4.36678578882716
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2008,4.962967918744997
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2009,4.844257514067432
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2010,5.448345446530235
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2011,6.086662457447227
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2012,5.922900605025119
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2013,5.657087719245095
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2014,5.8
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2015,5.1
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2016,4.3
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2017,4.7
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2018,5.1
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2019,4.7
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2020,4.500473534325725
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2021,5.594476735567158
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2022,5.1
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",2023,4.8
Cơ cấu (%),"Nguyên liệu thô, không dùng để ăn, trừ nhiên liệu",Sơ bộ 2024,4.3
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",1995,11.05525173504672
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",1996,11.10951577587135
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",1997,10.30378858863501
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",1998,8.385963328704486
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",1999,9.540800141031532
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2000,13.56441658939021
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2001,12.14892187027914
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2002,10.96649380115064
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2003,10.74763024730953
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2004,12.45526888716499
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2005,14.59613558897857
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2006,14.92277979376759
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2007,13.93171639472506
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2008,15.27582643860158
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2009,10.71841118074935
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2010,9.59504282248882
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2011,11.73875735598568
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2012,10.06509029674707
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2013,7.663864833382057
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2014,7
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2015,4.7
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2016,4.4
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2017,5.2
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2018,6.5
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2019,6.3
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2020,4.896475536026404
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2021,5.009996152872506
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2022,7.7
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",2023,8.2
Cơ cấu (%),"Nhiêu liệu, dầu mỡ nhờn và vật liệu liên quan",Sơ bộ 2024,7.5
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",1995,1.164872354513574
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",1996,0.436124771169102
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",1997,0.507637027146724
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",1998,0.459597755439071
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",1999,0.849970469393986
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2000,0.553192850062354
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2001,0.512396796132668
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2002,0.66141317559355
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2003,0.603425747749032
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2004,0.699431946147494
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2005,0.512226239149536
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2006,0.565145429717695
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2007,0.753448992825585
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2008,0.788217132634073
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2009,0.689218399743813
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2010,0.80387936623188
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2011,0.836629202115601
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2012,0.630512812400027
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2013,0.506844521731754
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2014,0.5
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2015,0.4
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2016,0.4
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2017,0.3
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2018,0.3
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2019,0.3
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2020,0.3
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2021,0.400564459500487
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2022,0.5
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",2023,0.4
Cơ cấu (%),"Dầu, mỡ, chất béo, sáp động, thực vật",Sơ bộ 2024,0.4
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,1995,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,1996,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,1997,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,1998,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,1999,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2000,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2001,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2002,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2003,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2004,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2005,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2006,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2007,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2008,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2009,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2010,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2011,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2012,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2013,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2014,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2015,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2016,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2017,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2018,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2019,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2020,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2021,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2022,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,2023,
Cơ cấu (%),Hàng hóa thuộc ngành công nghiệp chế tạo,Sơ bộ 2024,
Cơ cấu (%),Hoá chất và sản phẩm liên quan,1995,15.75888368442995
Cơ cấu (%),Hoá chất và sản phẩm liên quan,1996,16.28378620912452
Cơ cấu (%),Hoá chất và sản phẩm liên quan,1997,16.80828319533126
Cơ cấu (%),Hoá chất và sản phẩm liên quan,1998,18.7291389864066
Cơ cấu (%),Hoá chất và sản phẩm liên quan,1999,17.37716268574794
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2000,15.35957535254053
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2001,15.35340580469728
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2002,14.85191637630662
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2003,14.34482376325438
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2004,14.68150196441531
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2005,14.44434470132831
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2006,14.07272265549296
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2007,13.33345017183226
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2008,12.75841305947682
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2009,14.61840660597465
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2010,14.72360458564851
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2011,14.56714673001729
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2012,14.20402811028965
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2013,13.78258096863956
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2014,13.3
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2015,12.2
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2016,12.2
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2017,12.2
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2018,12.4
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2019,11.8
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2020,11.30881537990397
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2021,11.99074249606149
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2022,12
Cơ cấu (%),Hoá chất và sản phẩm liên quan,2023,11.3
Cơ cấu (%),Hoá chất và sản phẩm liên quan,Sơ bộ 2024,11
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,1995,18.53741079530127
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,1996,21.4401091209304
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,1997,23.08589518352553
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,1998,20.69508203792108
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,1999,23.30076805124827
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2000,21.75742653407092
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2001,22.99557895905142
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2002,27.42281824811604
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2003,26.41809010207556
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2004,27.71170641375341
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2005,27.67109798129001
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2006,27.09668508902656
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2007,27.18454800230066
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2008,24.91866322735393
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2009,25.41487487991216
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2010,26.46153991225691
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2011,23.97643836335056
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2012,23.04562121419858
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2013,22.76596840477276
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2014,23.5
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2015,22.4
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2016,22
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2017,20.2
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2018,20.8
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2019,19.7
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2020,17.76013830019304
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2021,17.78550248179865
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2022,17.3
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,2023,16.9
Cơ cấu (%),Hàng chế biến phân loại theo nguyên liệu,Sơ bộ 2024,17.5
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",1995,28.73310935085956
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",1996,30.51347858860691
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",1997,29.6111276258508
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",1998,30.32502549431846
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",1999,29.40453779172385
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2000,30.12822562593931
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2001,29.99833517286455
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2002,29.15890122356373
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2003,31.36507257738817
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2004,27.32852030729962
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2005,25.16872454850372
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2006,24.07091828892587
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2007,28.45516667808498
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2008,27.78372471621953
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2009,31.32005123747656
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2010,29.1300186471724
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2011,29.12614356186147
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2012,34.17574555898907
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2013,37.43007408776317
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2014,37.2
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2015,42.3
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2016,42.6
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2017,43
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2018,40.4
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2019,43.2
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2020,47.35028899538145
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2021,45.92972623172616
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2022,44.4
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",2023,39.7
Cơ cấu (%),"Máy móc, phương tiện vận tảI và phụ tùng",Sơ bộ 2024,42.2
Cơ cấu (%),Hàng chế biến khác,1995,13.4953527723962
Cơ cấu (%),Hàng chế biến khác,1996,12.28597580674109
Cơ cấu (%),Hàng chế biến khác,1997,11.82937385021037
Cơ cấu (%),Hàng chế biến khác,1998,12.96627949738518
Cơ cấu (%),Hàng chế biến khác,1999,10.5718036578776
Cơ cấu (%),Hàng chế biến khác,2000,10.14549291721293
Cơ cấu (%),Hàng chế biến khác,2001,8.924090048649948
Cơ cấu (%),Hàng chế biến khác,2002,7.225913621262459
Cơ cấu (%),Hàng chế biến khác,2003,6.237775085326936
Cơ cấu (%),Hàng chế biến khác,2004,5.615162283226145
Cơ cấu (%),Hàng chế biến khác,2005,5.164970580314518
Cơ cấu (%),Hàng chế biến khác,2006,4.998540913455006
Cơ cấu (%),Hàng chế biến khác,2007,4.36073143024662
Cơ cấu (%),Hàng chế biến khác,2008,4.191972128681836
Cơ cấu (%),Hàng chế biến khác,2009,4.738608811016057
Cơ cấu (%),Hàng chế biến khác,2010,5.016820173835965
Cơ cấu (%),Hàng chế biến khác,2011,4.514106817998723
Cơ cấu (%),Hàng chế biến khác,2012,4.844771155664772
Cơ cấu (%),Hàng chế biến khác,2013,4.943400342036739
Cơ cấu (%),Hàng chế biến khác,2014,5.1
Cơ cấu (%),Hàng chế biến khác,2015,5.3
Cơ cấu (%),Hàng chế biến khác,2016,6.1
Cơ cấu (%),Hàng chế biến khác,2017,7
Cơ cấu (%),Hàng chế biến khác,2018,7
Cơ cấu (%),Hàng chế biến khác,2019,6.8
Cơ cấu (%),Hàng chế biến khác,2020,6.649827992347874
Cơ cấu (%),Hàng chế biến khác,2021,5.403858876002357
Cơ cấu (%),Hàng chế biến khác,2022,5.2
Cơ cấu (%),Hàng chế biến khác,2023,10.5
Cơ cấu (%),Hàng chế biến khác,Sơ bộ 2024,9.6
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,1995,0
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,1996,0.223446642018737
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,1997,0.235465874097184
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,1998,0.041827465444296
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,1999,0.060023564870033
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2000,0.049243756595146
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2001,0
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2002,0.066850336277449
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2003,0.717458959922077
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2004,1.773604264157554
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2005,2.230074725729099
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2006,4.185239390435966
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2007,2.096879296802183
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2008,3.38021503138249
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2009,0.546971499153667
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2010,1.137925425454923
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2011,1.942579751905858
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2012,0.088855374036302
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2013,0.089220389509863
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2014,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2015,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2016,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2017,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2018,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2019,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2020,0.082434258515089
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2021,0.257361471554271
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2022,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,2023,0.1
Cơ cấu (%),Hàng hoá không thuộc các nhóm trên,Sơ bộ 2024,0.1
Cơ cấu (%),Hàng thô hoặc mới sơ chế,1995,23.47524339701302
Cơ cấu (%),Hàng thô hoặc mới sơ chế,1996,19.2541010086507
Cơ cấu (%),Hàng thô hoặc mới sơ chế,1997,18.42985427098485
Cơ cấu (%),Hàng thô hoặc mới sơ chế,1998,17.24264651852439
Cơ cấu (%),Hàng thô hoặc mới sơ chế,1999,19.28568721573864
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2000,22.56003581364116
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2001,22.7285900147368
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2002,21.27360019447371
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2003,20.91677951203288
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2004,22.88950476714797
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2005,25.32078746283436
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2006,25.57589366266365
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2007,24.56922442073331
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2008,26.96701183688538
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2009,23.3610869664669
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2010,23.53009125563128
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2011,25.87358477486609
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2012,23.640978586821632
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2013,20.9887558072779
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2014,20.8
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2015,17.7
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2016,17
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2017,17.5
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2018,19.3
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2019,18.4
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2020,16.84849507365856
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2021,18.63280844285706
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2022,21
Cơ cấu (%),Hàng thô hoặc mới sơ chế,2023,21.5
Cơ cấu (%),Hàng thô hoặc mới sơ chế,Sơ bộ 2024,19.6
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,1995,76.52475660298698
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,1996,80.52245234933055
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,1997,81.33467985491797
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,1998,82.71552601603132
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,1999,80.65427218659765
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2000,77.39072042976369
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2001,77.27140998526319
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2002,78.65954946924884
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2003,78.36576152804506
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2004,75.33689096869448
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2005,72.44913781143654
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2006,70.23886694690039
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2007,73.33389628246452
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2008,69.65277313173212
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2009,76.09194153437943
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2010,75.33198331891379
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2011,72.18383547322806
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2012,76.27016603914207
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2013,78.92202380321224
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2014,79.1
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2015,82.2
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2016,82.9
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2017,82.4
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2018,80.6
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2019,81.5
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2020,83.06907066782634
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2021,81.10983008558867
Cơ cấu (%),Hàng chế biến hoặc đã tinh chế,2022,78.9
