"Khối nước, nước và vùng lãnh thổ",Năm,Giá trị
Síp,2018,41.3
Síp,2019,36.86854974
Síp,2020,38.13177714
Síp,2021,38.36902543
Síp,2022,56.03385823
Síp,2023,55.40777217
Síp,Sơ bộ 2024,66.174317
Thổ Nhĩ Kỳ,1995,
Thổ Nhĩ Kỳ,1996,
Thổ Nhĩ Kỳ,1997,
Thổ Nhĩ Kỳ,1998,
Thổ Nhĩ Kỳ,1999,
Thổ Nhĩ Kỳ,2000,15.7
Thổ Nhĩ Kỳ,2001,11.7
Thổ Nhĩ Kỳ,2002,23.6
Thổ Nhĩ Kỳ,2003,31.3
Thổ Nhĩ Kỳ,2004,46.8
Thổ Nhĩ Kỳ,2005,60.2
Thổ Nhĩ Kỳ,2006,141.9
Thổ Nhĩ Kỳ,2007,201.8
Thổ Nhĩ Kỳ,2008,330.5
Thổ Nhĩ Kỳ,2009,284.3
Thổ Nhĩ Kỳ,2010,528.7
Thổ Nhĩ Kỳ,2011,771.7
Thổ Nhĩ Kỳ,2012,862.7
Thổ Nhĩ Kỳ,2013,1173.9
Thổ Nhĩ Kỳ,2014,1507.6
Thổ Nhĩ Kỳ,2015,1359.6
Thổ Nhĩ Kỳ,2016,1328.8
Thổ Nhĩ Kỳ,2017,1901.8
Thổ Nhĩ Kỳ,2018,1413.1
Thổ Nhĩ Kỳ,2019,1140.30323619
Thổ Nhĩ Kỳ,2020,980.65778955
Thổ Nhĩ Kỳ,2021,1227.97343703
Thổ Nhĩ Kỳ,2022,1577.16586568
Thổ Nhĩ Kỳ,2023,1768.7260187
Thổ Nhĩ Kỳ,Sơ bộ 2024,1930.227867
Ba Lan,1995,16.6
Ba Lan,1996,22.2
Ba Lan,1997,41
Ba Lan,1998,38.5
Ba Lan,1999,63.1
Ba Lan,2000,61.5
Ba Lan,2001,79.466
Ba Lan,2002,67.9
Ba Lan,2003,83.6
Ba Lan,2004,82.2
Ba Lan,2005,81.8
Ba Lan,2006,160.1
Ba Lan,2007,220.9
Ba Lan,2008,266.7
Ba Lan,2009,185.3
Ba Lan,2010,241.2
Ba Lan,2011,445.5
Ba Lan,2012,328.2
Ba Lan,2013,350.8
Ba Lan,2014,509.1
Ba Lan,2015,585.2
Ba Lan,2016,597.6
Ba Lan,2017,774.5
Ba Lan,2018,1335
Ba Lan,2019,1498.79323016
Ba Lan,2020,1781.40904139
Ba Lan,2021,2066.71537008
Ba Lan,2022,2291.34075638
Ba Lan,2023,2450.91722227
Ba Lan,Sơ bộ 2024,3048.969846
Bun-ga-ri,1995,2
Bun-ga-ri,1996,12
Bun-ga-ri,1997,14.2
Bun-ga-ri,1998,8.2
Bun-ga-ri,1999,13.6
Bun-ga-ri,2000,7.6
Bun-ga-ri,2001,14.2
Bun-ga-ri,2002,7.9
Bun-ga-ri,2003,6
Bun-ga-ri,2004,7.8
Bun-ga-ri,2005,11.2
Bun-ga-ri,2006,21.6
Bun-ga-ri,2007,35.9
Bun-ga-ri,2008,75.1
Bun-ga-ri,2009,41.3
Bun-ga-ri,2010,36.9
Bun-ga-ri,2011,26.9
Bun-ga-ri,2012,37
Bun-ga-ri,2013,41.2
Bun-ga-ri,2014,47.7
Bun-ga-ri,2015,40.8
Bun-ga-ri,2016,44.6
Bun-ga-ri,2017,38.3
Bun-ga-ri,2018,36.1
Bun-ga-ri,2019,58.3956668
Bun-ga-ri,2020,58.23944781
Bun-ga-ri,2021,107.68377964
Bun-ga-ri,2022,141.05034181
Bun-ga-ri,2023,140.39208093
Bun-ga-ri,Sơ bộ 2024,187.002214
Hung-ga-ri,1995,20.9
Hung-ga-ri,1996,21.9
Hung-ga-ri,1997,26.4
Hung-ga-ri,1998,15.4
Hung-ga-ri,1999,10.8
Hung-ga-ri,2000,15
Hung-ga-ri,2001,17.035
Hung-ga-ri,2002,21.2
Hung-ga-ri,2003,18.3
Hung-ga-ri,2004,21.6
Hung-ga-ri,2005,27
Hung-ga-ri,2006,33
Hung-ga-ri,2007,62.7
Hung-ga-ri,2008,70.4
Hung-ga-ri,2009,62.5
Hung-ga-ri,2010,38.4
Hung-ga-ri,2011,51.3
Hung-ga-ri,2012,57.6
Hung-ga-ri,2013,60.1
Hung-ga-ri,2014,55
Hung-ga-ri,2015,65.7
Hung-ga-ri,2016,93.3
Hung-ga-ri,2017,206.6
Hung-ga-ri,2018,401.2
Hung-ga-ri,2019,408.00493076
Hung-ga-ri,2020,925.09335778
Hung-ga-ri,2021,570.22679514
Hung-ga-ri,2022,577.58165393
Hung-ga-ri,2023,418.43544788
Hung-ga-ri,Sơ bộ 2024,705.240859
LB Nga,1995,80.8
LB Nga,1996,84.7
LB Nga,1997,124.6
LB Nga,1998,126.2
LB Nga,1999,114.9
LB Nga,2000,122.9
LB Nga,2001,194.488
LB Nga,2002,187.4
LB Nga,2003,159.6
LB Nga,2004,215.8
LB Nga,2005,251.9
LB Nga,2006,413.2
LB Nga,2007,458.5
LB Nga,2008,672
LB Nga,2009,414.9
LB Nga,2010,829.7
LB Nga,2011,1287.3
LB Nga,2012,1617.9
LB Nga,2013,1921.2
LB Nga,2014,1724.9
LB Nga,2015,1438.3
LB Nga,2016,1616.1
LB Nga,2017,2165.7
LB Nga,2018,2446.4
LB Nga,2019,2666.29914511
LB Nga,2020,2851.95953173
LB Nga,2021,3203.01942395
LB Nga,2022,1548.80772674
LB Nga,2023,1744.09081218
LB Nga,Sơ bộ 2024,2336.686781
Ru-ma-ni,1995,
Ru-ma-ni,1996,
Ru-ma-ni,1997,
Ru-ma-ni,1998,
Ru-ma-ni,1999,
Ru-ma-ni,2000,6.5
Ru-ma-ni,2001,7
Ru-ma-ni,2002,10.6
Ru-ma-ni,2003,11.8
Ru-ma-ni,2004,14.4
Ru-ma-ni,2005,15.5
Ru-ma-ni,2006,20.5
Ru-ma-ni,2007,32.3
Ru-ma-ni,2008,77.6
Ru-ma-ni,2009,76.6
Ru-ma-ni,2010,77.7
Ru-ma-ni,2011,74.4
Ru-ma-ni,2012,80.6
Ru-ma-ni,2013,71.5
Ru-ma-ni,2014,99.2
Ru-ma-ni,2015,102.2
Ru-ma-ni,2016,97.2
Ru-ma-ni,2017,119.6
Ru-ma-ni,2018,146.8
Ru-ma-ni,2019,193.85225447
Ru-ma-ni,2020,220.19840192
Ru-ma-ni,2021,211.3518529
Ru-ma-ni,2022,322.39868736
Ru-ma-ni,2023,281.22624521
Ru-ma-ni,Sơ bộ 2024,378.363797
CH Séc,1995,3.9
CH Séc,1996,13.2
CH Séc,1997,24.8
CH Séc,1998,24.5
CH Séc,1999,34
CH Séc,2000,35.3
CH Séc,2001,38.904
CH Séc,2002,39.6
CH Séc,2003,39
CH Séc,2004,42.6
CH Séc,2005,49
CH Séc,2006,70.1
CH Séc,2007,102
CH Séc,2008,133
CH Séc,2009,119.9
CH Séc,2010,134.9
CH Séc,2011,183.3
CH Séc,2012,180.1
CH Séc,2013,180.4
CH Séc,2014,218.6
CH Séc,2015,170.9
CH Séc,2016,146.2
CH Séc,2017,150.8
CH Séc,2018,156.5
CH Séc,2019,209.56531158
CH Séc,2020,424.46927432
CH Séc,2021,582.7629287
CH Séc,2022,666.78495938
CH Séc,2023,953.04051887
CH Séc,Sơ bộ 2024,1817.703578
Xlô-va-ki-a,1995,3.9
Xlô-va-ki-a,1996,2.1
Xlô-va-ki-a,1997,2.8
Xlô-va-ki-a,1998,2.3
Xlô-va-ki-a,1999,5.6
Xlô-va-ki-a,2000,5.2
Xlô-va-ki-a,2001,5.5
Xlô-va-ki-a,2002,7.3
Xlô-va-ki-a,2003,8.2
Xlô-va-ki-a,2004,8.6
Xlô-va-ki-a,2005,11.7
Xlô-va-ki-a,2006,23.1
Xlô-va-ki-a,2007,71.5
Xlô-va-ki-a,2008,109.8
Xlô-va-ki-a,2009,89.8
Xlô-va-ki-a,2010,111.4
Xlô-va-ki-a,2011,156.9
Xlô-va-ki-a,2012,290.9
Xlô-va-ki-a,2013,391.9
Xlô-va-ki-a,2014,370.5
Xlô-va-ki-a,2015,275.6
Xlô-va-ki-a,2016,416.7
Xlô-va-ki-a,2017,703.3
Xlô-va-ki-a,2018,1028.2
Xlô-va-ki-a,2019,912.8953129
Xlô-va-ki-a,2020,1165.70001284
Xlô-va-ki-a,2021,1239.64394122
Xlô-va-ki-a,2022,1037.28902478
Xlô-va-ki-a,2023,1037.53795494
Xlô-va-ki-a,Sơ bộ 2024,1674.5579
U-crai-na,1995,6.5
U-crai-na,1996,7.6
U-crai-na,1997,13.3
U-crai-na,1998,14.8
U-crai-na,1999,17.1
U-crai-na,2000,23.3
U-crai-na,2001,26.053
U-crai-na,2002,30.4
U-crai-na,2003,26.4
U-crai-na,2004,33.4
U-crai-na,2005,39.2
U-crai-na,2006,64.6
U-crai-na,2007,116.4
U-crai-na,2008,256.6
U-crai-na,2009,129.2
U-crai-na,2010,115.7
U-crai-na,2011,194.5
U-crai-na,2012,220.9
U-crai-na,2013,256.5
U-crai-na,2014,229.4
U-crai-na,2015,160
U-crai-na,2016,188.5
U-crai-na,2017,246.1
U-crai-na,2018,251.7
U-crai-na,2019,247.5437104
U-crai-na,2020,284.80352878
U-crai-na,2021,344.66955127
U-crai-na,2022,65.6406048
U-crai-na,2023,38.43846633
U-crai-na,Sơ bộ 2024,67.832616
Đan Mạch,1995,3.5
Đan Mạch,1996,18.483
Đan Mạch,1997,32.2
Đan Mạch,1998,43.333
Đan Mạch,1999,43.7
Đan Mạch,2000,58.4
Đan Mạch,2001,49.7
Đan Mạch,2002,63.3
Đan Mạch,2003,71.1
Đan Mạch,2004,80.2
Đan Mạch,2005,88.2
Đan Mạch,2006,109.5
Đan Mạch,2007,138
Đan Mạch,2008,171.7
Đan Mạch,2009,165.6
Đan Mạch,2010,195
Đan Mạch,2011,271.5
Đan Mạch,2012,276.1
Đan Mạch,2013,267.1
Đan Mạch,2014,315.6
Đan Mạch,2015,289.4
Đan Mạch,2016,283
Đan Mạch,2017,341.7
Đan Mạch,2018,373.5
Đan Mạch,2019,336.45180322
Đan Mạch,2020,295.01283474
Đan Mạch,2021,354.55033738
Đan Mạch,2022,494.62535917
Đan Mạch,2023,356.40355718
Đan Mạch,Sơ bộ 2024,444.44634
Ai-len,1995,
Ai-len,1996,
Ai-len,1997,
Ai-len,1998,
Ai-len,1999,
Ai-len,2000,12.1
Ai-len,2001,20.8
Ai-len,2002,19.2
Ai-len,2003,17.1
Ai-len,2004,28.3
Ai-len,2005,25.1
Ai-len,2006,38.1
Ai-len,2007,54.9
Ai-len,2008,54.3
Ai-len,2009,39.5
Ai-len,2010,46.1
Ai-len,2011,63.7
Ai-len,2012,81
Ai-len,2013,73.8
Ai-len,2014,102.2
Ai-len,2015,115
Ai-len,2016,112.3
Ai-len,2017,108
Ai-len,2018,147.2
Ai-len,2019,147.97868234
Ai-len,2020,172.58007513
Ai-len,2021,343.88075953
Ai-len,2022,501.52859253
Ai-len,2023,392.97371554
Ai-len,Sơ bộ 2024,1009.4283
Vương quốc Anh,1995,74.6
Vương quốc Anh,1996,125.1
Vương quốc Anh,1997,265.2
Vương quốc Anh,1998,335.8
Vương quốc Anh,1999,421.2
Vương quốc Anh,2000,479.4
Vương quốc Anh,2001,511.582
Vương quốc Anh,2002,571.6
Vương quốc Anh,2003,754.8
Vương quốc Anh,2004,1010.3
Vương quốc Anh,2005,1015.8
Vương quốc Anh,2006,1179.7
Vương quốc Anh,2007,1431.3
Vương quốc Anh,2008,1581
Vương quốc Anh,2009,1329.2
Vương quốc Anh,2010,1681.9
Vương quốc Anh,2011,2398.2
Vương quốc Anh,2012,3033.6
Vương quốc Anh,2013,3696.3
Vương quốc Anh,2014,3647.2
Vương quốc Anh,2015,4645.2
Vương quốc Anh,2016,4898.1
Vương quốc Anh,2017,5415.1
Vương quốc Anh,2018,5779.3
Vương quốc Anh,2019,5756.53434645
Vương quốc Anh,2020,4954.90057184
Vương quốc Anh,2021,5766.00373867
Vương quốc Anh,2022,6067.14156437
Vương quốc Anh,2023,6342.06042437
Vương quốc Anh,Sơ bộ 2024,7544.292114
Na Uy,1995,2.1
Na Uy,1996,4.7
Na Uy,1997,14.6
Na Uy,1998,17.6
Na Uy,1999,16.4
Na Uy,2000,16.6
Na Uy,2001,15.357
Na Uy,2002,16.8
Na Uy,2003,20.9
Na Uy,2004,23.5
Na Uy,2005,32.7
Na Uy,2006,38.1
Na Uy,2007,49.1
Na Uy,2008,93.8
Na Uy,2009,51.4
Na Uy,2010,74.1
Na Uy,2011,89.8
Na Uy,2012,125.8
Na Uy,2013,109.1
Na Uy,2014,117.2
Na Uy,2015,103.4
Na Uy,2016,117.7
Na Uy,2017,115.4
Na Uy,2018,115.1
Na Uy,2019,129.5037326
Na Uy,2020,216.91347734
Na Uy,2021,135.2890938
Na Uy,2022,190.00394743
Na Uy,2023,214.4518836
Na Uy,Sơ bộ 2024,136.78404
Phần lan,1995,
Phần lan,1996,
Phần lan,1997,
Phần lan,1998,
Phần lan,1999,
Phần lan,2000,22.4
Phần lan,2001,19.9
Phần lan,2002,24.3
Phần lan,2003,28.8
Phần lan,2004,41.9
Phần lan,2005,57.2
Phần lan,2006,68.9
Phần lan,2007,92.5
Phần lan,2008,134.4
Phần lan,2009,79.5
Phần lan,2010,68.4
Phần lan,2011,87
Phần lan,2012,99.7
Phần lan,2013,80.7
Phần lan,2014,104.5
Phần lan,2015,117.6
Phần lan,2016,106.6
Phần lan,2017,164.9
Phần lan,2018,164.7
Phần lan,2019,119.5486516
Phần lan,2020,140.89191358
Phần lan,2021,266.51165243
Phần lan,2022,223.27879085
Phần lan,2023,195.76105986
Phần lan,Sơ bộ 2024,214.565609
Thụy Điển,1995,4.7
Thụy Điển,1996,31.8
Thụy Điển,1997,47.1
Thụy Điển,1998,58.5
Thụy Điển,1999,45.2
Thụy Điển,2000,55.1
Thụy Điển,2001,53.244
Thụy Điển,2002,62.4
Thụy Điển,2003,90
Thụy Điển,2004,108.5
Thụy Điển,2005,133.6
Thụy Điển,2006,171
Thụy Điển,2007,202.4
Thụy Điển,2008,224.9
Thụy Điển,2009,204.6
Thụy Điển,2010,233.2
Thụy Điển,2011,427.4
Thụy Điển,2012,673.7
Thụy Điển,2013,905.3
Thụy Điển,2014,961.1
Thụy Điển,2015,936.2
Thụy Điển,2016,914.7
Thụy Điển,2017,970.6
Thụy Điển,2018,1157.2
Thụy Điển,2019,1183.63409147
Thụy Điển,2020,1126.70610153
Thụy Điển,2021,1199.67443927
Thụy Điển,2022,1265.42564974
Thụy Điển,2023,946.00003742
Thụy Điển,Sơ bộ 2024,1045.433214
Bồ Đào Nha,1995,
Bồ Đào Nha,1996,
Bồ Đào Nha,1997,
Bồ Đào Nha,1998,
Bồ Đào Nha,1999,
Bồ Đào Nha,2000,8.9
Bồ Đào Nha,2001,6.2
Bồ Đào Nha,2002,5.6
Bồ Đào Nha,2003,10.4
Bồ Đào Nha,2004,16.2
Bồ Đào Nha,2005,22.9
Bồ Đào Nha,2006,32.8
Bồ Đào Nha,2007,52.1
Bồ Đào Nha,2008,85.3
Bồ Đào Nha,2009,93.2
Bồ Đào Nha,2010,94.7
Bồ Đào Nha,2011,153
Bồ Đào Nha,2012,173.3
Bồ Đào Nha,2013,245
Bồ Đào Nha,2014,272.7
Bồ Đào Nha,2015,287.9
Bồ Đào Nha,2016,292.1
Bồ Đào Nha,2017,330.6
Bồ Đào Nha,2018,398.6
Bồ Đào Nha,2019,395.02338956
Bồ Đào Nha,2020,376.13154531
Bồ Đào Nha,2021,564.73890398
Bồ Đào Nha,2022,525.64154953
Bồ Đào Nha,2023,548.3405616
Bồ Đào Nha,Sơ bộ 2024,539.899187
Hy Lạp,1995,
Hy Lạp,1996,
Hy Lạp,1997,
Hy Lạp,1998,
Hy Lạp,1999,
Hy Lạp,2000,16.3
Hy Lạp,2001,21.1
Hy Lạp,2002,34.3
Hy Lạp,2003,42
Hy Lạp,2004,45.4
Hy Lạp,2005,55
Hy Lạp,2006,64.6
Hy Lạp,2007,81.8
Hy Lạp,2008,103.2
Hy Lạp,2009,77.7
Hy Lạp,2010,80.3
Hy Lạp,2011,132.3
Hy Lạp,2012,150.6
Hy Lạp,2013,186.4
Hy Lạp,2014,185.1
Hy Lạp,2015,167.3
Hy Lạp,2016,188.6
Hy Lạp,2017,270.3
Hy Lạp,2018,251.8
Hy Lạp,2019,272.35706045
Hy Lạp,2020,259.29149317
Hy Lạp,2021,358.77364288
Hy Lạp,2022,395.25757619
Hy Lạp,2023,391.81781933
Hy Lạp,Sơ bộ 2024,391.98637
I-ta-li-a,1995,57.1
I-ta-li-a,1996,49.8
I-ta-li-a,1997,118.2
I-ta-li-a,1998,144.5
I-ta-li-a,1999,159.4
I-ta-li-a,2000,218
I-ta-li-a,2001,237.874
I-ta-li-a,2002,264.6
I-ta-li-a,2003,330.9
I-ta-li-a,2004,369.9
I-ta-li-a,2005,469.9
I-ta-li-a,2006,653.1
I-ta-li-a,2007,816.8
I-ta-li-a,2008,1002.8
I-ta-li-a,2009,804.6
I-ta-li-a,2010,980.1
I-ta-li-a,2011,1534.3
I-ta-li-a,2012,1876.6
I-ta-li-a,2013,2290.7
I-ta-li-a,2014,2740.1
I-ta-li-a,2015,2847.8
I-ta-li-a,2016,3264.8
I-ta-li-a,2017,2734.9
I-ta-li-a,2018,2903.4
I-ta-li-a,2019,3439.15020938
I-ta-li-a,2020,3117.38312748
I-ta-li-a,2021,3878.61832535
I-ta-li-a,2022,4414.49612937
I-ta-li-a,2023,4473.89484607
I-ta-li-a,Sơ bộ 2024,4942.71612
Tây Ban Nha,1995,8.8
Tây Ban Nha,1996,27.558
Tây Ban Nha,1997,66.382
Tây Ban Nha,1998,85.578
Tây Ban Nha,1999,108
Tây Ban Nha,2000,137.3
Tây Ban Nha,2001,158.5
Tây Ban Nha,2002,179
Tây Ban Nha,2003,234.2
Tây Ban Nha,2004,312
Tây Ban Nha,2005,410.8
Tây Ban Nha,2006,558
Tây Ban Nha,2007,759.6
Tây Ban Nha,2008,962.2
Tây Ban Nha,2009,939.9
Tây Ban Nha,2010,1110.8
Tây Ban Nha,2011,1554.7
Tây Ban Nha,2012,1793.6
Tây Ban Nha,2013,2109.6
Tây Ban Nha,2014,2563.3
Tây Ban Nha,2015,2299
Tây Ban Nha,2016,2293.6
Tây Ban Nha,2017,2515.8
Tây Ban Nha,2018,2629.2
Tây Ban Nha,2019,2717.54463293
Tây Ban Nha,2020,2130.12116766
Tây Ban Nha,2021,2546.50574607
Tây Ban Nha,2022,2962.82973381
Tây Ban Nha,2023,3309.39760264
Tây Ban Nha,Sơ bộ 2024,4002.683248
Áo,1995,9.4
Áo,1996,5.6
Áo,1997,11.4
Áo,1998,8.4
Áo,1999,34.9
Áo,2000,23.7
Áo,2001,28.855
Áo,2002,29.7
Áo,2003,38.1
Áo,2004,59.5
Áo,2005,88.9
Áo,2006,97.5
Áo,2007,112.1
Áo,2008,108.7
Áo,2009,103.4
Áo,2010,144
Áo,2011,461.5
Áo,2012,1065.2
Áo,2013,1905
Áo,2014,2158.8
Áo,2015,2188.7
Áo,2016,2631.3
Áo,2017,3705.3
Áo,2018,4078.9
Áo,2019,3266.11980796
Áo,2020,2882.42782106
Áo,2021,3022.86068891
Áo,2022,2461.36123698
Áo,2023,2536.87123556
Áo,Sơ bộ 2024,1997.760104
CHLB Đức,1995,218
CHLB Đức,1996,228
CHLB Đức,1997,411.4
CHLB Đức,1998,552.5
CHLB Đức,1999,654.3
CHLB Đức,2000,730.3
CHLB Đức,2001,721.797
CHLB Đức,2002,729
CHLB Đức,2003,854.7
CHLB Đức,2004,1064.7
CHLB Đức,2005,1085.5
CHLB Đức,2006,1445.3
CHLB Đức,2007,1854.9
CHLB Đức,2008,2073.4
CHLB Đức,2009,1885.4
CHLB Đức,2010,2372.7
CHLB Đức,2011,3366.9
CHLB Đức,2012,4094.9
CHLB Đức,2013,4737
CHLB Đức,2014,5174.9
CHLB Đức,2015,5707.4
CHLB Đức,2016,5960.5
CHLB Đức,2017,6353.6
CHLB Đức,2018,6873.2
CHLB Đức,2019,6551.17199274
CHLB Đức,2020,6644.0478151
CHLB Đức,2021,7288.15646987
CHLB Đức,2022,8975.0398978
CHLB Đức,2023,7396.15403547
CHLB Đức,Sơ bộ 2024,7950.702852
Bỉ,1995,34.7
Bỉ,1996,61.3
Bỉ,1997,124.9
Bỉ,1998,212.3
Bỉ,1999,306.7
Bỉ,2000,311.9
Bỉ,2001,341.189
Bỉ,2002,337.1
Bỉ,2003,391.4
Bỉ,2004,515.7
Bỉ,2005,544.1
Bỉ,2006,687.5
Bỉ,2007,849
Bỉ,2008,1019.2
Bỉ,2009,831.7
Bỉ,2010,848.8
Bỉ,2011,1199.7
Bỉ,2012,1146.7
Bỉ,2013,1323.3
Bỉ,2014,1805.5
Bỉ,2015,1779.5
Bỉ,2016,1967.2
Bỉ,2017,2250.6
Bỉ,2018,2410.5
Bỉ,2019,2549.63816902
Bỉ,2020,2314.80609924
Bỉ,2021,3602.40542447
Bỉ,2022,3975.99964141
Bỉ,2023,3227.72075736
Bỉ,Sơ bộ 2024,3782.945925
Hà Lan,1995,79.7
Hà Lan,1996,147.4
Hà Lan,1997,266.8
Hà Lan,1998,304.1
Hà Lan,1999,342.9
Hà Lan,2000,391
Hà Lan,2001,364.542
Hà Lan,2002,404.3
Hà Lan,2003,493
Hà Lan,2004,581.9
Hà Lan,2005,659.2
Hà Lan,2006,857.4
Hà Lan,2007,1182.1
Hà Lan,2008,1577.4
Hà Lan,2009,1355.6
Hà Lan,2010,1688.3
Hà Lan,2011,2148
Hà Lan,2012,2476.2
Hà Lan,2013,2936.2
Hà Lan,2014,3762.2
Hà Lan,2015,4759.6
Hà Lan,2016,6011.6
Hà Lan,2017,7098.9
Hà Lan,2018,7085.1
Hà Lan,2019,6879.34243947
Hà Lan,2020,6999.29293327
Hà Lan,2021,7685.27067405
Hà Lan,2022,10430.66912436
Hà Lan,2023,10231.70943249
Hà Lan,Sơ bộ 2024,12991.294035
Pháp,1995,169.1
Pháp,1996,145
Pháp,1997,238.1
Pháp,1998,297.3
Pháp,1999,354.9
Pháp,2000,380.1
Pháp,2001,467.471
Pháp,2002,437.9
Pháp,2003,496.1
Pháp,2004,555.1
Pháp,2005,652.9
Pháp,2006,797.2
Pháp,2007,884.4
Pháp,2008,970.8
Pháp,2009,809.6
Pháp,2010,1095.1
Pháp,2011,1658.9
Pháp,2012,2163.4
Pháp,2013,2202.7
Pháp,2014,2396.8
Pháp,2015,2947.1
Pháp,2016,2998
Pháp,2017,3345.5
Pháp,2018,3762.7
Pháp,2019,3762.20305507
Pháp,2020,3296.9849068
Pháp,2021,3209.98329171
Pháp,2022,3623.15053266
Pháp,2023,3163.00776729
Pháp,Sơ bộ 2024,3403.156012
Thụy Sĩ,1995,61.8
Thụy Sĩ,1996,151.8
Thụy Sĩ,1997,331.9
Thụy Sĩ,1998,277.3
Thụy Sĩ,1999,267.9
Thụy Sĩ,2000,166.4
Thụy Sĩ,2001,94.845
Thụy Sĩ,2002,66.6
Thụy Sĩ,2003,74.6
Thụy Sĩ,2004,120.2
Thụy Sĩ,2005,103.9
Thụy Sĩ,2006,155.7
Thụy Sĩ,2007,236.9
Thụy Sĩ,2008,522
Thụy Sĩ,2009,2499.7
Thụy Sĩ,2010,2652
Thụy Sĩ,2011,1188.5
Thụy Sĩ,2012,397.7
Thụy Sĩ,2013,288.3
Thụy Sĩ,2014,264.4
Thụy Sĩ,2015,230
Thụy Sĩ,2016,593
Thụy Sĩ,2017,239.7
Thụy Sĩ,2018,171.3
Thụy Sĩ,2019,1560.82625697
Thụy Sĩ,2020,269.3242852
Thụy Sĩ,2021,237.42679821
Thụy Sĩ,2022,183.72423849
Thụy Sĩ,2023,198.23405863
Thụy Sĩ,Sơ bộ 2024,193.696217
Ca-na-đa,1995,17.8
Ca-na-đa,1996,32.552
Ca-na-đa,1997,63.85
Ca-na-đa,1998,80.175
Ca-na-đa,1999,91.1
Ca-na-đa,2000,98.7
Ca-na-đa,2001,107.316
Ca-na-đa,2002,138.1
Ca-na-đa,2003,171.3
Ca-na-đa,2004,270.1
Ca-na-đa,2005,356
Ca-na-đa,2006,440.5
Ca-na-đa,2007,539.2
Ca-na-đa,2008,656.4
Ca-na-đa,2009,638.5
Ca-na-đa,2010,802.1
Ca-na-đa,2011,969.4
Ca-na-đa,2012,1156.5
Ca-na-đa,2013,1557.8
Ca-na-đa,2014,2077.7
Ca-na-đa,2015,2407.6
Ca-na-đa,2016,2652.5
Ca-na-đa,2017,2709.2
Ca-na-đa,2018,3013.8
Ca-na-đa,2019,3888.83024604
Ca-na-đa,2020,4361.21606917
Ca-na-đa,2021,5269.62519799
Ca-na-đa,2022,6326.87919898
Ca-na-đa,2023,5614.25739469
Ca-na-đa,Sơ bộ 2024,6371.327035
Hoa Kỳ,1995,169.7
Hoa Kỳ,1996,204.218
Hoa Kỳ,1997,286.72
Hoa Kỳ,1998,468.625
Hoa Kỳ,1999,504
Hoa Kỳ,2000,732.8
Hoa Kỳ,2001,1065.335
Hoa Kỳ,2002,2452.8
Hoa Kỳ,2003,3938.6
Hoa Kỳ,2004,5024.8
Hoa Kỳ,2005,5924
Hoa Kỳ,2006,7845.1
Hoa Kỳ,2007,10104.5
Hoa Kỳ,2008,11886.8
Hoa Kỳ,2009,11407.2
Hoa Kỳ,2010,14238.1
Hoa Kỳ,2011,16955.4
Hoa Kỳ,2012,19665.2
Hoa Kỳ,2013,23852.5
Hoa Kỳ,2014,28634.7
Hoa Kỳ,2015,33451
Hoa Kỳ,2016,38449.7
Hoa Kỳ,2017,41530.8
Hoa Kỳ,2018,47529.7
Hoa Kỳ,2019,61332.42508459
Hoa Kỳ,2020,77077.33337597
Hoa Kỳ,2021,96268.62748427
Hoa Kỳ,2022,109412.19042639
Hoa Kỳ,2023,96981.68027887
Hoa Kỳ,Sơ bộ 2024,119523.00147
Ác-hen-ti-na,1995,
Ác-hen-ti-na,1996,
Ác-hen-ti-na,1997,
Ác-hen-ti-na,1998,
Ác-hen-ti-na,1999,
Ác-hen-ti-na,2000,7.3
Ác-hen-ti-na,2001,5.3
Ác-hen-ti-na,2002,1.4
Ác-hen-ti-na,2003,5.7
Ác-hen-ti-na,2004,8.7
Ác-hen-ti-na,2005,16.6
Ác-hen-ti-na,2006,30.8
Ác-hen-ti-na,2007,49.8
Ác-hen-ti-na,2008,73.7
Ác-hen-ti-na,2009,55.9
Ác-hen-ti-na,2010,91.6
Ác-hen-ti-na,2011,148.9
Ác-hen-ti-na,2012,166.8
Ác-hen-ti-na,2013,191.7
Ác-hen-ti-na,2014,174
Ác-hen-ti-na,2015,377.6
Ác-hen-ti-na,2016,368.6
Ác-hen-ti-na,2017,481.2
Ác-hen-ti-na,2018,401.1
Ác-hen-ti-na,2019,553.75708593
Ác-hen-ti-na,2020,567.09983171
Ác-hen-ti-na,2021,832.04105738
Ác-hen-ti-na,2022,851.66002084
Ác-hen-ti-na,2023,975.76683286
Ác-hen-ti-na,Sơ bộ 2024,519.800835
Bra-xin,1995,0.9
Bra-xin,1996,9.662
Bra-xin,1997,11.12
Bra-xin,1998,14.16
Bra-xin,1999,8.6
Bra-xin,2000,13.9
Bra-xin,2001,15.1
Bra-xin,2002,12.2
Bra-xin,2003,22.6
Bra-xin,2004,25
Bra-xin,2005,32.3
Bra-xin,2006,61.9
Bra-xin,2007,102.6
Bra-xin,2008,183.1
Bra-xin,2009,200
Bra-xin,2010,492.8
Bra-xin,2011,597.9
Bra-xin,2012,718.1
Bra-xin,2013,1104.8
Bra-xin,2014,1480.7
Bra-xin,2015,1435.8
Bra-xin,2016,1332.4
Bra-xin,2017,2039.5
Bra-xin,2018,2059.4
