"Khối nước, nước và vùng lãnh thổ chủ yếu",Năm,Giá trị
Thổ Nhĩ Kỳ,2001,8
Thổ Nhĩ Kỳ,2002,15.6
Thổ Nhĩ Kỳ,2003,24.8
Thổ Nhĩ Kỳ,2004,31.4
Thổ Nhĩ Kỳ,2005,43
Thổ Nhĩ Kỳ,2006,28.3
Thổ Nhĩ Kỳ,2007,41.6
Thổ Nhĩ Kỳ,2008,111
Thổ Nhĩ Kỳ,2009,141
Thổ Nhĩ Kỳ,2010,107.7
Thổ Nhĩ Kỳ,2011,80.2
Thổ Nhĩ Kỳ,2012,90.1
Thổ Nhĩ Kỳ,2013,96.1
Thổ Nhĩ Kỳ,2014,129
Thổ Nhĩ Kỳ,2015,147.338
Thổ Nhĩ Kỳ,2016,171.38364433
Thổ Nhĩ Kỳ,2017,222.985
Thổ Nhĩ Kỳ,2018,285.7106366
Thổ Nhĩ Kỳ,2019,352.29184161
Thổ Nhĩ Kỳ,2020,275.98047234
Thổ Nhĩ Kỳ,2021,387.26833305
Thổ Nhĩ Kỳ,2022,419.94769739
Thổ Nhĩ Kỳ,2023,468.91923315
Thổ Nhĩ Kỳ,Sơ bộ 2024,442.789178
Ba Lan,1995,22
Ba Lan,1996,24.477
Ba Lan,1997,17.648
Ba Lan,1998,11.618
Ba Lan,1999,13.7
Ba Lan,2000,18.4
Ba Lan,2001,18.2
Ba Lan,2002,14.2
Ba Lan,2003,38
Ba Lan,2004,38.9
Ba Lan,2005,42.9
Ba Lan,2006,57.8
Ba Lan,2007,109.6
Ba Lan,2008,116
Ba Lan,2009,74.4
Ba Lan,2010,105.6
Ba Lan,2011,124.3
Ba Lan,2012,163.7
Ba Lan,2013,150.6
Ba Lan,2014,150.6
Ba Lan,2015,175.4
Ba Lan,2016,191.74516678
Ba Lan,2017,229.592
Ba Lan,2018,266.6144714
Ba Lan,2019,298.94231767
Ba Lan,2020,340.60674829
Ba Lan,2021,510.08849768
Ba Lan,2022,375.26188402
Ba Lan,2023,373.60504994
Ba Lan,Sơ bộ 2024,387.737747
Bê-la-rút,1995,2.3
Bê-la-rút,1996,2.7
Bê-la-rút,1997,3.7
Bê-la-rút,1998,6.7
Bê-la-rút,1999,5.6
Bê-la-rút,2000,15.8
Bê-la-rút,2001,6.1
Bê-la-rút,2002,11.1
Bê-la-rút,2003,6.2
Bê-la-rút,2004,11.2
Bê-la-rút,2005,23
Bê-la-rút,2006,22.7
Bê-la-rút,2007,65.1
Bê-la-rút,2008,96.5
Bê-la-rút,2009,63.1
Bê-la-rút,2010,85.7
Bê-la-rút,2011,199.3
Bê-la-rút,2012,167.2
Bê-la-rút,2013,138.2
Bê-la-rút,2014,93.1
Bê-la-rút,2015,120.125
Bê-la-rút,2016,92.01732421
Bê-la-rút,2017,94.34
Bê-la-rút,2018,81.4813298
Bê-la-rút,2019,90.59069516
Bê-la-rút,2020,77.45537537
Bê-la-rút,2021,109.52611937
Bê-la-rút,2022,53.77585166
Bê-la-rút,2023,41.05263638
Bê-la-rút,Sơ bộ 2024,31.847386
Bun-ga-ri,1995,4
Bun-ga-ri,1996,1.446
Bun-ga-ri,1997,1.135
Bun-ga-ri,1998,0.905
Bun-ga-ri,1999,1.9
Bun-ga-ri,2000,4.5
Bun-ga-ri,2001,2.8
Bun-ga-ri,2002,2.3
Bun-ga-ri,2003,7.2
Bun-ga-ri,2004,2.7
Bun-ga-ri,2005,5.7
Bun-ga-ri,2006,7.4
Bun-ga-ri,2007,10.3
Bun-ga-ri,2008,16
Bun-ga-ri,2009,27.3
Bun-ga-ri,2010,49.2
Bun-ga-ri,2011,42.2
Bun-ga-ri,2012,21.7
Bun-ga-ri,2013,26.3
Bun-ga-ri,2014,39.4
Bun-ga-ri,2015,61.575
Bun-ga-ri,2016,171.02653781
Bun-ga-ri,2017,71.116
Bun-ga-ri,2018,52.5324942
Bun-ga-ri,2019,49.7940708
Bun-ga-ri,2020,60.51249608
Bun-ga-ri,2021,112.43725377
Bun-ga-ri,2022,62.79848863
Bun-ga-ri,2023,70.93678259
Bun-ga-ri,Sơ bộ 2024,76.010727
Hung-ga-ri,1995,19.3
Hung-ga-ri,1996,10.808
Hung-ga-ri,1997,19.017
Hung-ga-ri,1998,22.203
Hung-ga-ri,1999,13.9
Hung-ga-ri,2000,15.2
Hung-ga-ri,2001,14.7
Hung-ga-ri,2002,14
Hung-ga-ri,2003,19
Hung-ga-ri,2004,16.4
Hung-ga-ri,2005,18.5
Hung-ga-ri,2006,25.6
Hung-ga-ri,2007,28.9
Hung-ga-ri,2008,43
Hung-ga-ri,2009,66.7
Hung-ga-ri,2010,106.3
Hung-ga-ri,2011,117
Hung-ga-ri,2012,63.4
Hung-ga-ri,2013,87.6
Hung-ga-ri,2014,120.5
Hung-ga-ri,2015,129.373
Hung-ga-ri,2016,173.16007019
Hung-ga-ri,2017,147.902
Hung-ga-ri,2018,244.3305556
Hung-ga-ri,2019,337.81772947
Hung-ga-ri,2020,371.83344304
Hung-ga-ri,2021,532.17116726
Hung-ga-ri,2022,612.94714652
Hung-ga-ri,2023,429.70849941
Hung-ga-ri,Sơ bộ 2024,226.005322
Liên Bang Nga,1995,144.8
Liên Bang Nga,1996,186.509
Liên Bang Nga,1997,158.014
Liên Bang Nga,1998,216.304
Liên Bang Nga,1999,245.6
Liên Bang Nga,2000,240.5
Liên Bang Nga,2001,376.4
Liên Bang Nga,2002,500.6
Liên Bang Nga,2003,491.8
Liên Bang Nga,2004,671.5
Liên Bang Nga,2005,766.6
Liên Bang Nga,2006,455.8
Liên Bang Nga,2007,552.2
Liên Bang Nga,2008,969.6
Liên Bang Nga,2009,1288.1
Liên Bang Nga,2010,999.1
Liên Bang Nga,2011,694
Liên Bang Nga,2012,829.4
Liên Bang Nga,2013,855.1
Liên Bang Nga,2014,826.7
Liên Bang Nga,2015,748.249
Liên Bang Nga,2016,1136.83298272
Liên Bang Nga,2017,1392.33
Liên Bang Nga,2018,2136.9000114
Liên Bang Nga,2019,1830.34424701
Liên Bang Nga,2020,2002.98214203
Liên Bang Nga,2021,2335.8008176
Liên Bang Nga,2022,1994.55877514
Liên Bang Nga,2023,1889.6424398
Liên Bang Nga,Sơ bộ 2024,2248.938649
Ru-ma-ni,1995,
Ru-ma-ni,1996,0.2
Ru-ma-ni,1997,1
Ru-ma-ni,1998,1.1
Ru-ma-ni,1999,0.7
Ru-ma-ni,2000,2
Ru-ma-ni,2001,3.1
Ru-ma-ni,2002,1.8
Ru-ma-ni,2003,22.7
Ru-ma-ni,2004,12.1
Ru-ma-ni,2005,10.4
Ru-ma-ni,2006,7.3
Ru-ma-ni,2007,9
Ru-ma-ni,2008,12.7
Ru-ma-ni,2009,14.2
Ru-ma-ni,2010,32.1
Ru-ma-ni,2011,29
Ru-ma-ni,2012,21.9
Ru-ma-ni,2013,46.7
Ru-ma-ni,2014,51.3
Ru-ma-ni,2015,73.423
Ru-ma-ni,2016,168.39126006
Ru-ma-ni,2017,85.373
Ru-ma-ni,2018,71.4743732
Ru-ma-ni,2019,67.43697283
Ru-ma-ni,2020,68.19450537
Ru-ma-ni,2021,134.51535558
Ru-ma-ni,2022,102.59953866
Ru-ma-ni,2023,148.54380485
Ru-ma-ni,Sơ bộ 2024,155.546807
Cộng hòa Séc,1995,4
Cộng hòa Séc,1996,6.794
Cộng hòa Séc,1997,7.684
Cộng hòa Séc,1998,6.92
Cộng hòa Séc,1999,6.5
Cộng hòa Séc,2000,6.3
Cộng hòa Séc,2001,7.6
Cộng hòa Séc,2002,8.8
Cộng hòa Séc,2003,14.2
Cộng hòa Séc,2004,14.4
Cộng hòa Séc,2005,15.9
Cộng hòa Séc,2006,22
Cộng hòa Séc,2007,23.1
Cộng hòa Séc,2008,23
Cộng hòa Séc,2009,24.6
Cộng hòa Séc,2010,70.3
Cộng hòa Séc,2011,36.5
Cộng hòa Séc,2012,62.1
Cộng hòa Séc,2013,57.3
Cộng hòa Séc,2014,74.9
Cộng hòa Séc,2015,75.55
Cộng hòa Séc,2016,104.58787076
Cộng hòa Séc,2017,112.922
Cộng hòa Séc,2018,141.7338431
Cộng hòa Séc,2019,122.9042968
Cộng hòa Séc,2020,130.26273214
Cộng hòa Séc,2021,153.90773953
Cộng hòa Séc,2022,160.74988639
Cộng hòa Séc,2023,176.91975276
Cộng hòa Séc,Sơ bộ 2024,229.688006
Slô-va-ki-a,1995,3.1
Slô-va-ki-a,1996,3.383
Slô-va-ki-a,1997,1.661
Slô-va-ki-a,1998,1.523
Slô-va-ki-a,1999,6.9
Slô-va-ki-a,2000,2.9
Slô-va-ki-a,2001,1.8
Slô-va-ki-a,2002,1.7
Slô-va-ki-a,2003,1.4
Slô-va-ki-a,2004,3.1
Slô-va-ki-a,2005,2.1
Slô-va-ki-a,2006,2.6
Slô-va-ki-a,2007,2.3
Slô-va-ki-a,2008,4.4
Slô-va-ki-a,2009,3.8
Slô-va-ki-a,2010,15.7
Slô-va-ki-a,2011,13.5
Slô-va-ki-a,2012,16.5
Slô-va-ki-a,2013,15.4
Slô-va-ki-a,2014,28.3
Slô-va-ki-a,2015,18.091
Slô-va-ki-a,2016,32.31280204
Slô-va-ki-a,2017,35.614
Slô-va-ki-a,2018,43.2379401
Slô-va-ki-a,2019,44.52933759
Slô-va-ki-a,2020,47.05641017
Slô-va-ki-a,2021,68.22015411
Slô-va-ki-a,2022,68.02703464
Slô-va-ki-a,2023,65.22779674
Slô-va-ki-a,Sơ bộ 2024,59.380543
U-crai-na,1995,5.9
U-crai-na,1996,6.314
U-crai-na,1997,30.776
U-crai-na,1998,24.385
U-crai-na,1999,45.5
U-crai-na,2000,85.9
U-crai-na,2001,94.8
U-crai-na,2002,239
U-crai-na,2003,224.1
U-crai-na,2004,240.6
U-crai-na,2005,191.5
U-crai-na,2006,118.1
U-crai-na,2007,38.5
U-crai-na,2008,289.6
U-crai-na,2009,309.4
U-crai-na,2010,140
U-crai-na,2011,105.2
U-crai-na,2012,92.4
U-crai-na,2013,146
U-crai-na,2014,116.4
U-crai-na,2015,74.543
U-crai-na,2016,75.94491607
U-crai-na,2017,109.498
U-crai-na,2018,145.8495525
U-crai-na,2019,121.84822669
U-crai-na,2020,193.52756526
U-crai-na,2021,369.30342539
U-crai-na,2022,178.56747347
U-crai-na,2023,219.70411236
U-crai-na,Sơ bộ 2024,474.628801
Đan Mạch,1995,
Đan Mạch,1996,32.4
Đan Mạch,1997,21.8
Đan Mạch,1998,38.4
Đan Mạch,1999,26.5
Đan Mạch,2000,27.8
Đan Mạch,2001,65.5
Đan Mạch,2002,75.3
Đan Mạch,2003,72
Đan Mạch,2004,77.2
Đan Mạch,2005,70.2
Đan Mạch,2006,111.2
Đan Mạch,2007,170.6
Đan Mạch,2008,146.4
Đan Mạch,2009,106.1
Đan Mạch,2010,116.4
Đan Mạch,2011,149.6
Đan Mạch,2012,191.9
Đan Mạch,2013,186.9
Đan Mạch,2014,176.6
Đan Mạch,2015,243.99
Đan Mạch,2016,331.76352973
Đan Mạch,2017,321.435
Đan Mạch,2018,323.7702379
Đan Mạch,2019,243.98072507
Đan Mạch,2020,203.6853882
Đan Mạch,2021,233.79991838
Đan Mạch,2022,226.43391404
Đan Mạch,2023,210.16041964
Đan Mạch,Sơ bộ 2024,231.905503
Ai-len,1995,
Ai-len,1996,2.4
Ai-len,1997,5.9
Ai-len,1998,5.7
Ai-len,1999,11.9
Ai-len,2000,8.9
Ai-len,2001,5.3
Ai-len,2002,12.2
Ai-len,2003,15.7
Ai-len,2004,14.9
Ai-len,2005,22.2
Ai-len,2006,22.1
Ai-len,2007,40.9
Ai-len,2008,43.6
Ai-len,2009,50.3
Ai-len,2010,110.5
Ai-len,2011,267.3
Ai-len,2012,647
Ai-len,2013,958.3
Ai-len,2014,211.6
Ai-len,2015,286.235
Ai-len,2016,1026.83084058
Ai-len,2017,1381.464
Ai-len,2018,1792.2018286
Ai-len,2019,2497.45914489
Ai-len,2020,4060.57840667
Ai-len,2021,4438.39132104
Ai-len,2022,3347.26970525
Ai-len,2023,3104.83772697
Ai-len,Sơ bộ 2024,3662.770677
Vương quốc Anh,1995,50.7
Vương quốc Anh,1996,83.68
Vương quốc Anh,1997,103.933
Vương quốc Anh,1998,96.367
Vương quốc Anh,1999,109.2
Vương quốc Anh,2000,149.9
Vương quốc Anh,2001,171.6
Vương quốc Anh,2002,166.5
Vương quốc Anh,2003,219.8
Vương quốc Anh,2004,227.7
Vương quốc Anh,2005,182.4
Vương quốc Anh,2006,202.1
Vương quốc Anh,2007,237
Vương quốc Anh,2008,386.3
Vương quốc Anh,2009,342.5
Vương quốc Anh,2010,511.1
Vương quốc Anh,2011,646.1
Vương quốc Anh,2012,542.1
Vương quốc Anh,2013,570.5
Vương quốc Anh,2014,644.5
Vương quốc Anh,2015,737.498
Vương quốc Anh,2016,724.36668715
Vương quốc Anh,2017,747.14
Vương quốc Anh,2018,976.4710305
Vương quốc Anh,2019,871.8445273
Vương quốc Anh,2020,691.93528712
Vương quốc Anh,2021,861.17376499
Vương quốc Anh,2022,780.11845733
Vương quốc Anh,2023,794.04112329
Vương quốc Anh,Sơ bộ 2024,883.513992
Na Uy,1995,1.1
Na Uy,1996,7.341
Na Uy,1997,2.535
Na Uy,1998,5.372
Na Uy,1999,1.7
Na Uy,2000,7.5
Na Uy,2001,5.369
Na Uy,2002,5.6
Na Uy,2003,6.7
Na Uy,2004,18.4
Na Uy,2005,15.8
Na Uy,2006,23.5
Na Uy,2007,24.6
Na Uy,2008,76.8
Na Uy,2009,72.4
Na Uy,2010,129.5
Na Uy,2011,166
Na Uy,2012,131.3
Na Uy,2013,131.1
Na Uy,2014,189.9
Na Uy,2015,202.615
Na Uy,2016,263.69773389
Na Uy,2017,238.403
Na Uy,2018,288.3657858
Na Uy,2019,312.62309426
Na Uy,2020,311.66529071
Na Uy,2021,352.37730867
Na Uy,2022,419.44231241
Na Uy,2023,430.2211505
Na Uy,Sơ bộ 2024,516.969886
Phần Lan,1995,11.7
Phần Lan,1996,17.278
Phần Lan,1997,25.964
Phần Lan,1998,24.103
Phần Lan,1999,19.1
Phần Lan,2000,14
Phần Lan,2001,19.5
Phần Lan,2002,35.4
Phần Lan,2003,33.5
Phần Lan,2004,53.6
Phần Lan,2005,42.7
Phần Lan,2006,82.3
Phần Lan,2007,78.5
Phần Lan,2008,105.2
Phần Lan,2009,126.6
Phần Lan,2010,122.3
Phần Lan,2011,124
Phần Lan,2012,204.3
Phần Lan,2013,149.5
Phần Lan,2014,159.5
Phần Lan,2015,204.418
Phần Lan,2016,224.83660248
Phần Lan,2017,292.768
Phần Lan,2018,234.9947954
Phần Lan,2019,247.7949777
Phần Lan,2020,196.64237744
Phần Lan,2021,245.12626579
Phần Lan,2022,208.4028681
Phần Lan,2023,179.90055051
Phần Lan,Sơ bộ 2024,217.953443
Thụy Điển,1995,22.6
Thụy Điển,1996,60.49
Thụy Điển,1997,65.055
Thụy Điển,1998,77.797
Thụy Điển,1999,58.1
Thụy Điển,2000,43.7
Thụy Điển,2001,73.6
Thụy Điển,2002,62.5
Thụy Điển,2003,114.2
Thụy Điển,2004,125.1
Thụy Điển,2005,139.3
Thụy Điển,2006,164.2
Thụy Điển,2007,209.9
Thụy Điển,2008,230.1
Thụy Điển,2009,375.1
Thụy Điển,2010,317
Thụy Điển,2011,258.2
Thụy Điển,2012,241.2
Thụy Điển,2013,225.6
Thụy Điển,2014,255.9
Thụy Điển,2015,239.247
Thụy Điển,2016,311.06486114
Thụy Điển,2017,340.942
Thụy Điển,2018,344.5724041
Thụy Điển,2019,372.80397473
Thụy Điển,2020,352.4293762
Thụy Điển,2021,321.69578658
Thụy Điển,2022,353.47087344
Thụy Điển,2023,342.01330358
Thụy Điển,Sơ bộ 2024,425.770298
Bồ Đào Nha,1995,
Bồ Đào Nha,1996,0.4
Bồ Đào Nha,1997,1.1
Bồ Đào Nha,1998,2.5
Bồ Đào Nha,1999,3.4
Bồ Đào Nha,2000,2.9
Bồ Đào Nha,2001,7
Bồ Đào Nha,2002,3.5
Bồ Đào Nha,2003,3.2
Bồ Đào Nha,2004,4.2
Bồ Đào Nha,2005,11.9
Bồ Đào Nha,2006,10.8
Bồ Đào Nha,2007,10.2
Bồ Đào Nha,2008,15.1
Bồ Đào Nha,2009,12.4
Bồ Đào Nha,2010,13.4
Bồ Đào Nha,2011,17.2
Bồ Đào Nha,2012,12.4
Bồ Đào Nha,2013,32.8
Bồ Đào Nha,2014,73.4
Bồ Đào Nha,2015,67.904
Bồ Đào Nha,2016,50.6165896
Bồ Đào Nha,2017,62.028
Bồ Đào Nha,2018,115.593668
Bồ Đào Nha,2019,104.46606515
Bồ Đào Nha,2020,94.77095486
Bồ Đào Nha,2021,125.62052166
Bồ Đào Nha,2022,98.41596333
Bồ Đào Nha,2023,120.565417
Bồ Đào Nha,Sơ bộ 2024,169.259117
Hy Lạp,1995,
Hy Lạp,1996,0.2
Hy Lạp,1997,0.5
Hy Lạp,1998,0.3
Hy Lạp,1999,1.1
Hy Lạp,2000,2.5
Hy Lạp,2001,0.9
Hy Lạp,2002,2.8
Hy Lạp,2003,1.1
Hy Lạp,2004,2
Hy Lạp,2005,4.9
Hy Lạp,2006,1.9
Hy Lạp,2007,6.9
Hy Lạp,2008,28.1
Hy Lạp,2009,7.3
Hy Lạp,2010,5.8
Hy Lạp,2011,11.9
Hy Lạp,2012,22.5
Hy Lạp,2013,17.8
Hy Lạp,2014,22.1
Hy Lạp,2015,28.51
Hy Lạp,2016,50.39820995
Hy Lạp,2017,65.564
Hy Lạp,2018,69.0111894
Hy Lạp,2019,103.82062512
Hy Lạp,2020,77.69214596
Hy Lạp,2021,88.19895365
Hy Lạp,2022,78.53341387
Hy Lạp,2023,93.90000013
Hy Lạp,Sơ bộ 2024,112.505294
I-ta-li-a,1995,53.6
I-ta-li-a,1996,111.273
I-ta-li-a,1997,102.17
I-ta-li-a,1998,87.093
I-ta-li-a,1999,95.7
I-ta-li-a,2000,170.3
I-ta-li-a,2001,196.8
I-ta-li-a,2002,276.8
I-ta-li-a,2003,373.9
I-ta-li-a,2004,309.7
I-ta-li-a,2005,288.1
I-ta-li-a,2006,335.3
I-ta-li-a,2007,686.1
I-ta-li-a,2008,668.3
I-ta-li-a,2009,618.2
I-ta-li-a,2010,822.5
I-ta-li-a,2011,998.8
I-ta-li-a,2012,972.1
I-ta-li-a,2013,1172.7
I-ta-li-a,2014,1332.4
I-ta-li-a,2015,1451.477
I-ta-li-a,2016,1427.00219024
I-ta-li-a,2017,1650.004
I-ta-li-a,2018,1772.5384485
I-ta-li-a,2019,1877.81427056
I-ta-li-a,2020,1511.12232797
I-ta-li-a,2021,1726.51386063
I-ta-li-a,2022,1788.57957486
I-ta-li-a,2023,1626.70741579
I-ta-li-a,Sơ bộ 2024,1974.413501
Tây Ban Nha,1995,
Tây Ban Nha,1996,8.1
Tây Ban Nha,1997,28.1
Tây Ban Nha,1998,23.9
Tây Ban Nha,1999,31
Tây Ban Nha,2000,59
Tây Ban Nha,2001,46.9
Tây Ban Nha,2002,67.2
Tây Ban Nha,2003,78.7
Tây Ban Nha,2004,94.1
Tây Ban Nha,2005,76.7
Tây Ban Nha,2006,96.8
Tây Ban Nha,2007,139.4
Tây Ban Nha,2008,199.8
Tây Ban Nha,2009,141.4
Tây Ban Nha,2010,230.6
Tây Ban Nha,2011,262.2
Tây Ban Nha,2012,283.7
Tây Ban Nha,2013,311.5
Tây Ban Nha,2014,352.3
Tây Ban Nha,2015,399.79
Tây Ban Nha,2016,451.38993648
Tây Ban Nha,2017,501.78
Tây Ban Nha,2018,514.2516861
Tây Ban Nha,2019,540.01424082
Tây Ban Nha,2020,526.46568718
Tây Ban Nha,2021,578.78689096
Tây Ban Nha,2022,572.84364579
Tây Ban Nha,2023,625.19728831
Tây Ban Nha,Sơ bộ 2024,717.893942
Áo,1995,15.3
Áo,1996,13.335
Áo,1997,15.053
Áo,1998,21.526
Áo,1999,27.3
Áo,2000,31.6
Áo,2001,34.7
Áo,2002,71.6
Áo,2003,43.8
Áo,2004,57.1
Áo,2005,51
Áo,2006,56.2
Áo,2007,63.8
Áo,2008,92.6
Áo,2009,110.4
Áo,2010,123.4
Áo,2011,165.4
Áo,2012,157.5
Áo,2013,196.6
Áo,2014,225.3
Áo,2015,412.102
Áo,2016,350.97846497
Áo,2017,303.079
Áo,2018,291.0227742
Áo,2019,339.45038971
Áo,2020,298.24517974
Áo,2021,332.27381543
Áo,2022,334.44760076
Áo,2023,393.22512372
Áo,Sơ bộ 2024,455.506431
CHLB Đức,1995,175.5
CHLB Đức,1996,288.201
CHLB Đức,1997,280.813
CHLB Đức,1998,359.949
CHLB Đức,1999,268.7
CHLB Đức,2000,295.2
CHLB Đức,2001,396.7
CHLB Đức,2002,558.1
CHLB Đức,2003,614.6
CHLB Đức,2004,694.3
CHLB Đức,2005,661.9
CHLB Đức,2006,914.5
CHLB Đức,2007,1308.5
CHLB Đức,2008,1479.9
CHLB Đức,2009,1421.5
CHLB Đức,2010,1742.4
CHLB Đức,2011,2198.6
CHLB Đức,2012,2377.3
CHLB Đức,2013,2954
CHLB Đức,2014,2606.6
CHLB Đức,2015,3219.225
CHLB Đức,2016,2861.35970981
CHLB Đức,2017,3203.719
CHLB Đức,2018,3828.2471322
CHLB Đức,2019,3722.66775147
CHLB Đức,2020,3353.11886943
CHLB Đức,2021,3951.89829125
CHLB Đức,2022,3623.92634919
CHLB Đức,2023,3690.8559674
CHLB Đức,Sơ bộ 2024,3771.009009
Bỉ,1995,21.7
Bỉ,1996,59.945
Bỉ,1997,79.964
Bỉ,1998,69.503
Bỉ,1999,85.2
Bỉ,2000,92
Bỉ,2001,72.2
Bỉ,2002,94.7
Bỉ,2003,167.8
Bỉ,2004,137.6
Bỉ,2005,171.2
Bỉ,2006,225.4
Bỉ,2007,312.2
Bỉ,2008,348.3
Bỉ,2009,300.9
Bỉ,2010,320.2
Bỉ,2011,346.9
Bỉ,2012,411.5
Bỉ,2013,500.8
Bỉ,2014,519.5
Bỉ,2015,494.242
Bỉ,2016,475.97703099
Bỉ,2017,447.44
Bỉ,2018,470.8461001
Bỉ,2019,559.42851052
Bỉ,2020,473.82395313
Bỉ,2021,685.64329937
Bỉ,2022,754.90734671
Bỉ,2023,615.17738931
Bỉ,Sơ bộ 2024,671.876891
Hà Lan,1995,36.3
Hà Lan,1996,51.381
Hà Lan,1997,51.5
Hà Lan,1998,53.956
Hà Lan,1999,48.5
Hà Lan,2000,84.6
Hà Lan,2001,114.6
Hà Lan,2002,114.3
Hà Lan,2003,324.9
Hà Lan,2004,179.4
Hà Lan,2005,312.1
Hà Lan,2006,360.8
Hà Lan,2007,510.3
Hà Lan,2008,710.5
Hà Lan,2009,701.4
Hà Lan,2010,527.8
Hà Lan,2011,669.4
Hà Lan,2012,704.1
Hà Lan,2013,675.2
Hà Lan,2014,549.9
Hà Lan,2015,690.108
Hà Lan,2016,676.89074504
Hà Lan,2017,670.42
Hà Lan,2018,764.4255053
Hà Lan,2019,661.1673108
Hà Lan,2020,656.98921217
Hà Lan,2021,686.96013033
Hà Lan,2022,668.86033559
Hà Lan,2023,666.83852271
Hà Lan,Sơ bộ 2024,784.137397
Pháp,1995,276.6
Pháp,1996,416.782
Pháp,1997,550.752
Pháp,1998,379.826
Pháp,1999,309.3
Pháp,2000,334.2
Pháp,2001,300.4
Pháp,2002,299.2
Pháp,2003,411
Pháp,2004,617.4
Pháp,2005,447.7
Pháp,2006,421.1
Pháp,2007,1155.4
Pháp,2008,816.5
Pháp,2009,753.9
Pháp,2010,969
Pháp,2011,1205
Pháp,2012,1589.1
Pháp,2013,992.8
Pháp,2014,1111.4
Pháp,2015,1281.385
Pháp,2016,1159.79257646
Pháp,2017,1319.237
Pháp,2018,1380.052915
Pháp,2019,1618.86844865
Pháp,2020,1526.74510789
Pháp,2021,1596.90777107
Pháp,2022,1647.02384105
Pháp,2023,1636.51028229
Pháp,Sơ bộ 2024,2016.420069
Thụy Sĩ,1995,74.6
Thụy Sĩ,1996,141.293
Thụy Sĩ,1997,144.617
Thụy Sĩ,1998,93.742
Thụy Sĩ,1999,101.8
Thụy Sĩ,2000,103.9
Thụy Sĩ,2001,94.7
Thụy Sĩ,2002,129.9
Thụy Sĩ,2003,292.3
Thụy Sĩ,2004,686.8
Thụy Sĩ,2005,893.4
Thụy Sĩ,2006,1357.1
Thụy Sĩ,2007,1016.2
Thụy Sĩ,2008,1898.6
Thụy Sĩ,2009,436.1
Thụy Sĩ,2010,1006.6
Thụy Sĩ,2011,1771
Thụy Sĩ,2012,398.1
Thụy Sĩ,2013,409.7
Thụy Sĩ,2014,367.3
Thụy Sĩ,2015,437.04
Thụy Sĩ,2016,505.87307941
Thụy Sĩ,2017,598.881
Thụy Sĩ,2018,684.2549313
Thụy Sĩ,2019,719.80591207
Thụy Sĩ,2020,594.31349987
Thụy Sĩ,2021,623.27620946
Thụy Sĩ,2022,622.68377542
Thụy Sĩ,2023,626.16823888
Thụy Sĩ,Sơ bộ 2024,628.484121
Ca-na-đa,1995,24.9
Ca-na-đa,1996,35.058
Ca-na-đa,1997,36.881
Ca-na-đa,1998,41.258
Ca-na-đa,1999,49.5
Ca-na-đa,2000,37.6
Ca-na-đa,2001,56.8
Ca-na-đa,2002,63.7
Ca-na-đa,2003,76.6
Ca-na-đa,2004,96.8
Ca-na-đa,2005,173.6
Ca-na-đa,2006,178.6
Ca-na-đa,2007,287.2
Ca-na-đa,2008,297.8
Ca-na-đa,2009,235.8
Ca-na-đa,2010,349.3
Ca-na-đa,2011,342.1
Ca-na-đa,2012,455.7
Ca-na-đa,2013,406.4
Ca-na-đa,2014,385.2
Ca-na-đa,2015,448.3
Ca-na-đa,2016,395.47076582
Ca-na-đa,2017,799.306
Ca-na-đa,2018,857.1355265
Ca-na-đa,2019,853.61016754
Ca-na-đa,2020,726.37957974
Ca-na-đa,2021,759.92166425
Ca-na-đa,2022,711.71487282
Ca-na-đa,2023,626.00103151
Ca-na-đa,Sơ bộ 2024,863.868554
Hoa Kỳ,1995,130.4
Hoa Kỳ,1996,245.789
Hoa Kỳ,1997,251.509
Hoa Kỳ,1998,324.912
Hoa Kỳ,1999,322.7
Hoa Kỳ,2000,363.4
Hoa Kỳ,2001,410.8
Hoa Kỳ,2002,458.3
Hoa Kỳ,2003,1143.3
Hoa Kỳ,2004,1133.9
Hoa Kỳ,2005,862.9
Hoa Kỳ,2006,987
Hoa Kỳ,2007,1700.5
Hoa Kỳ,2008,2646.6
Hoa Kỳ,2009,2710.5
Hoa Kỳ,2010,3766.9
Hoa Kỳ,2011,4529.2
Hoa Kỳ,2012,4826.4
Hoa Kỳ,2013,5223.8
Hoa Kỳ,2014,6287
Hoa Kỳ,2015,7785.008
Hoa Kỳ,2016,8701.60214445
Hoa Kỳ,2017,9336.712
Hoa Kỳ,2018,12747.6059043
Hoa Kỳ,2019,14434.02601439
Hoa Kỳ,2020,13712.30124631
Hoa Kỳ,2021,15270.74690887
Hoa Kỳ,2022,14480.5207273
Hoa Kỳ,2023,13820.07108433
Hoa Kỳ,Sơ bộ 2024,15102.01182
Ác-hen-ti-na,1995,2.3
Ác-hen-ti-na,1996,0.905
Ác-hen-ti-na,1997,3.3
Ác-hen-ti-na,1998,4.735
Ác-hen-ti-na,1999,26.4
Ác-hen-ti-na,2000,29.4
Ác-hen-ti-na,2001,58.7
Ác-hen-ti-na,2002,90
Ác-hen-ti-na,2003,165.4
Ác-hen-ti-na,2004,172.2
Ác-hen-ti-na,2005,271.2
Ác-hen-ti-na,2006,240.8
Ác-hen-ti-na,2007,409.4
Ác-hen-ti-na,2008,379.1
Ác-hen-ti-na,2009,580.2
Ác-hen-ti-na,2010,826.3
