Year,FDI_Inflows_USD,Remittances_Pct_GDP,Inflation_CPI_Pct,Lending_Interest_Rate_Pct,Exports_USD,Imports_USD,GDP_Growth_Pct,Unemployment_Pct,Population,GNI_USD,GDP_Current_USD,Labor_Force_Total,Trade_Balance_USD,GDP_Per_Capita_USD,GDP_GNI_Gap_Pct,Economic_Openness_Pct,FDI_to_GDP_Pct,Labor_Participation_Rate_Pct
1990,2556702845.61154,0.274219192340974,2.69646824292392,11.706797726329352,404361405398.862,408062314489.771,5.25500610110028,6.723382352941177,79433029.0,1795930906669.89,1778162195860.07,38773764.0,-3700909090.9089966,22385.677825027546,-0.9992739048883765,45.68895468479331,0.14378344402800114,48.8131505094688
1991,4741546058.51119,0.257118085279717,4.04703259753466,11.706797726329352,442049499116.087,451492044784.915,5.10826150190911,5.316,80013896.0,1881127145550.97,1875792575132.59,39933754.0,-9442545668.828003,23443.335081853656,-0.2843902086563494,47.635413197956716,0.2527756065020161,49.90852338948725
1992,-2137482962.91706,0.229768421605513,5.0569779673173,11.706797726329352,473020663744.521,483833437695.679,2.01361340926105,6.323,80624598.0,2143984092673.76,2141377582968.07,39856048.0,-10812773951.15802,26559.854387963213,-0.12172116334930397,44.68404400283047,-0.09981812548697684,49.434104465240246
1993,477658764.448412,0.211341656884365,4.47457650752808,11.706797726329352,413275760085.177,413095942269.017,-0.973033082340891,7.675,81156363.0,2080767342955.16,2078954217437.6,39750111.0,179817816.15997314,25616.65087724052,-0.08721334516902297,39.74939397043252,0.02297591550799742,48.979660411839795
1994,7517424677.09305,0.199022070717397,2.69305639854954,11.706797726329352,456474629384.115,453912257442.449,2.59685569693275,8.727,81438348.0,2210746584307.58,2215282632276.73,39987604.0,2562371941.6660156,27201.95935552045,0.20476159127777,41.09574433357629,0.33934381859740886,49.10168855586314
1995,12040789985.3198,0.173810179116019,1.70616041317076,11.706797726329352,557027432782.858,547772621809.745,1.50499384201356,8.158,81678051.0,2589546881397.57,2593053091306.13,39847771.0,9254810973.113037,31747.24493984473,0.135215507939869,42.60614864758174,0.46434799293888784,48.78638815708274
1996,15590587107.4243,0.172705729938223,1.44972701963238,11.706797726329352,558519625682.35,541957369378.737,1.0378755674358,8.822,81914831.0,2506874187678.71,2506576553158.31,39843177.0,16562256303.612976,30599.789104836338,-0.011874144439150684,43.90358609532494,0.6219872713554275,48.63975975241895
1997,18638428446.4635,0.172677564777868,1.93937198922729,11.706797726329352,548072411459.508,525385743288.969,1.85432238398302,9.861,82034771.0,2214459733814.57,2218790886532.82,40090327.0,22686668170.539,27046.95654642371,0.19520328592200276,48.38032106873803,0.8400263656927458,48.86992004890219
1998,29525738645.9539,0.173863187142687,0.911183535014403,11.706797726329352,576778926308.77,550595754140.269,2.09561231172233,9.787,82047195.0,2234846059797.71,2247760364565.97,40123592.0,26183172168.500977,27395.94406080513,0.5745409951987446,50.1554657792326,1.3135625626024041,48.9030636574474
1999,86035665071.2096,0.169665723502041,0.585433064230783,11.706797726329352,576268522696.14,564301984739.383,2.12957016297766,8.854,82100243.0,2197783441553.29,2213873468586.88,40339143.0,11966537956.756958,26965.492277372185,0.7267816910900577,51.51922743640591,3.886205164477008,49.13401169835758
2000,248007397121.859,0.183199701056683,1.44026838719741,11.706797726329352,583812721397.648,580553292712.158,2.8765231247659,7.917,82211508.0,1955278530149.02,1966980701145.1,40210993.0,3259428685.48999,23925.855990199085,0.5949306462065198,59.19559929754049,12.608532304230474,48.91163533942231
2001,56948542386.909,0.197471735665222,1.98385731334471,11.706797726329352,600934274699.607,570228511976.772,1.63614170690956,7.773,82349925.0,1952097101306.7,1966381496641.73,40298909.0,30705762722.835083,23878.36414716504,0.7264305201928276,59.55928636821189,2.8961085366277164,48.93618178765797
2002,51268214890.6254,0.221354270252291,1.42080615551526,11.706797726329352,655732684858.04,570622539400.393,-0.228255715793637,8.482,82488495.0,2080222481981.96,2102350798305.89,40394421.0,85110145457.6471,25486.5942008748,1.052551093840348,58.332568724812774,2.4386137143210447,48.96976360157862
2003,65401516009.2492,0.226786723237266,1.03422218628562,11.706797726329352,792550922245.881,700765174545.097,-0.529801394291297,9.779,82534176.0,2508651320592.94,2534715518349.01,40574932.0,91785747700.78394,30711.10225113303,1.028288877682288,58.914544294250874,2.5802310174772023,49.1613704364117
2004,-20408419557.1428,0.228429725246083,1.66573696655991,11.706797726329352,967940099859.462,826352918672.203,1.16208684507278,10.727,82516260.0,2869498546858.69,2852317768061.78,40416992.0,141587181187.25903,34566.73591437348,-0.6023444859225807,62.9064909465165,-0.7155030125206149,48.98063969452808
2005,59835195025.1916,0.27004434256117,1.54691114751328,11.706797726329352,1040265986689.49,896950519582.879,0.885485292551564,11.193,82469422.0,2917037122988.33,2893393187361.87,41133962.0,143315467106.61096,35084.43635462693,-0.8171698105095064,66.9531024934319,2.0679939140849353,49.8778347203646
2006,87444159239.0627,0.283746177205955,1.57742642840563,11.706797726329352,1187129764083.53,1029339915529.41,3.86668241523209,10.277,82376451.0,3097365168631.76,3046308753670.58,41693194.0,157789848554.12,36980.334994895326,-1.676009199647292,72.75919346462355,2.8704956164964845,50.613001038367145
2007,50847183837.0148,0.321323920482561,2.2983440070095,11.706797726329352,1415809341318.83,1193186147672.55,2.8891174138025,8.732,82266372.0,3534281960036.09,3484056680854.91,41795078.0,222623193646.28003,42350.921721148836,-1.4415746866912487,74.88384168167983,1.4594247021417008,50.80457176353905
2008,30954735498.0249,0.34692103467371,2.62837981637219,11.706797726329352,1559414079161.72,1339125795807.81,0.887902330743628,7.508,82110097.0,3844551853801.56,3808197720125.0,41800249.0,220288283353.9099,46379.16479534788,-0.9546283136624213,76.11316659457454,0.81284475683707,50.90756256200745
2009,56701916794.9699,0.395230743986828,0.312739007368446,11.706797726329352,1233301486982.42,1067378170076.17,-5.54455451920674,7.88,81902307.0,3556586382752.34,3478545516683.59,41823603.0,165923316906.24988,42471.886862522566,-2.243491301018058,66.13912757571259,1.630046711276871,51.06523189877912
2010,86037502102.1644,0.410552430546491,1.1038103778926,11.706797726329352,1369340699300.0,1192329684250.0,4.13463778522758,7.043,81776930.0,3536720409000.01,3467093769666.67,41860532.0,177011015050.0,42396.9665976293,-2.008213332517794,73.88523512002624,2.4815452888785337,51.188681208746765
2011,97535403952.5493,0.429105583143694,2.07517283735874,11.706797726329352,1592275709231.52,1406669611896.89,3.75796884489337,5.967,80274983.0,3921931361964.99,3823575803793.78,41522681.0,185606097334.63013,47630.97618835721,-2.5723449257530437,78.43300290144202,2.5508949987541496,51.7255556441538
2012,65443087632.2705,0.427527128813626,2.00848884782956,11.706797726329352,1535179851348.05,1317969624114.84,0.463512036709204,5.372,80425823.0,3683392763115.24,3596483233406.25,41764438.0,217210227233.20996,44718.01592140686,-2.4165142465206966,79.3316495670315,1.8196411156430992,51.92913972419032
