Year,FDI_Inflows_USD,Remittances_Pct_GDP,Inflation_CPI_Pct,Lending_Interest_Rate_Pct,Exports_USD,Imports_USD,GDP_Growth_Pct,Unemployment_Pct,Population,GNI_USD,GDP_Current_USD,Labor_Force_Total,Trade_Balance_USD,GDP_Per_Capita_USD,GDP_GNI_Gap_Pct,Economic_Openness_Pct,FDI_to_GDP_Pct,Labor_Participation_Rate_Pct
1990,3487000000.0,0.0541929073063418,3.05229012075233,9.36,49129758920.0,38461758920.0,3.9416305983694,4.07,1135185000.0,362523900573.614,361560229445.507,639912098.0,10668000000.0,318.50335359039013,-0.266531285696132,24.225982479967826,0.9644312941574642,56.37073234759092
1991,4366000000.0,0.101380858959082,3.55668565220452,8.64,55542659170.0,43941659170.0,9.36170212784847,2.37,1150780000.0,385289198606.272,384510452961.672,646245556.0,11601000000.0,334.1302881190775,-0.20252912205681986,25.872981494710263,1.1354697814769688,56.15717652374911
1992,11156000000.0,0.144545296677853,6.35398134024868,8.64,66847400129.0,61849400129.0,14.2996108947926,2.37,1164970000.0,428715855572.998,428502354788.069,652547071.0,4998000000.0,367.82265190354167,-0.04982488020039248,30.034094053380773,2.6034862761763806,56.01406654248608
1993,27515000000.0,0.141388353168787,14.6100786356602,10.98,74280328750.0,86072328750.0,13.9290780143689,2.69,1178440000.0,445635994165.534,446557291212.148,658329022.0,-11792000000.0,378.93935305331456,0.2063110522981762,35.908641658214584,6.161583416388184,55.8644497810665
1994,33787000000.0,0.15116516961987,24.2569897243361,10.98,104607445198.0,97250445198.0,13.0727091631599,2.9,1191835000.0,565894585788.206,566929539493.172,664565882.0,7357000000.0,475.6778744483691,0.18255420345377985,35.60546352487797,5.959647124791761,55.75988974983953
1995,35849200000.0,0.0474132100231308,16.7912251650916,12.06,131858826000.0,119900826000.0,11.0328121562746,3.0,1204855000.0,726418043788.258,738190896227.55,671238114.0,11958000000.0,612.6802778986269,1.594824929358512,34.10495215893236,4.856358996460633,55.71111162754024
1996,40180000000.0,0.19251052615544,8.31316028893908,10.08,154811877000.001,137261876999.999,9.97619992053447,3.12,1217550000.0,856086142040.551,868523936530.083,678359927.0,17550000000.002014,713.337387811657,1.432061220928846,33.62875123130051,4.626239797204287,55.7151597059669
1997,45439000000.0,0.474190965571829,2.78646505531881,8.64,187447040000.0,144623820000.0,9.2876465280865,3.23,1230075000.0,956749708708.89,967753570434.667,686473251.0,42823220000.0,786.743548510999,1.1370520411342515,34.31357632200212,4.695306882679963,55.80743052252911
1998,45644000000.0,0.0331683227992206,-0.773186011549318,6.39,188750394176.0,144913704696.0,7.92079207933551,3.24,1241935000.0,1020490742917.16,1037134141760.35,694011207.0,43836689480.0,835.0953485974306,1.604748910776454,32.171739935748796,4.400973621650085,55.88144363432869
1999,41014000000.0,0.0480140656103324,-1.40147268276464,5.85,198699399635.0,168058444268.42,7.7370030581299,3.25,1252735000.0,1089372753903.3,1103843203575.64,700431310.0,30640955366.579987,881.1466140689291,1.3109153207145936,33.225538076005215,3.7155639376267224,55.91216897428427
2000,42095300000.0,0.0619472075354708,0.347811226864586,5.85,253092089737.0,224306238158.48,8.58643201808462,3.26,1262645000.0,1209090434696.9,1223754919971.05,706837950.0,28785851578.51999,969.1995136962884,1.1983188001807632,39.010942477499796,3.439847253157179,55.98073488589429
2001,47053000000.0,0.0892226828926873,0.719125609120113,5.85,272060010515.89,243973790217.759,8.31263887091522,3.8,1271850000.0,1335863134143.64,1355036590251.52,715928584.0,28086220298.131012,1065.40597574519,1.4149770010506637,38.082646951833496,3.4724523557896014,56.29033172150804
2002,53073618897.4036,0.157943091440011,-0.731970902350243,5.31,333002310923.451,295619639659.43,9.24339326638321,4.24,1280400000.0,1474876576017.01,1489821682050.54,725938760.0,37382671264.020996,1163.559576734255,1.00314730370685,42.194442338741304,3.5624141826392854,56.69624804748516
2003,57900937467.3864,0.274679180387674,1.12760348729637,5.31,447958253781.62,412137124715.32,10.1181928640117,4.58,1288400000.0,1673684677258.3,1683903309843.85,735682023.0,35821129066.29999,1306.9724540855714,0.6068420036835507,51.07748013018024,3.4384953773121096,57.10043643278485
2004,68117272181.2194,0.33470576160415,3.82463743108159,5.58,607356934124.72,556182551584.76,10.1314073631003,4.49,1296075000.0,1979064133594.61,1984196551300.44,744936890.0,51174382539.95996,1530.9272621572363,0.2586647831065957,58.64033404084377,3.432990150929122,57.4763721235268
2005,104108693867.085,0.143990850692326,1.7764140766757,5.58,773339005396.99,648712207879.781,11.458238455067,4.52,1303720000.0,2301443793302.11,2317551298052.05,754465388.0,124626797517.20898,1777.6449682846392,0.6950225767808736,61.360074940823736,4.492185090124673,57.870201270211396
2006,124082035618.505,0.154737416153914,1.64943099455859,6.12,991731387760.501,782812463259.9,12.6746751655235,4.43,1311020000.0,2786356399836.56,2791498472804.33,761959276.0,208918924500.60095,2129.2569699961327,0.18420475661605182,63.569579862162705,4.4449974387359275,58.119576818050064
2007,156249335203.201,0.189595556743322,4.81676767378834,7.47,1258056795940.68,950020767157.33,14.1499854947127,4.35,1317885000.0,3612096538009.96,3604055822571.63,766486940.0,308036028783.35,2734.7270987769266,-0.22310185619135955,61.266464000617596,4.33537500236917,58.160381216874
2008,171534650311.568,0.195754634183571,5.92525137041091,5.31,1497868782939.59,1149036249785.66,9.67024588602851,4.59,1324655000.0,4695911654845.43,4667346414521.95,769779554.0,348832533153.9302,3523.4430206521324,-0.612023145198775,56.71113300032086,3.6752071750632482,58.11170108443331
